State,Occupation,Total Employees,Hourly Mean,Annual Mean,Hourly Median,Annual Median
Alabama,Business and Financial Operations Occupations,78600.0,35.18,73180.0,31.45,65410.0
Alabama,Buyers and Purchasing Agents,6440.0,32.99,68620.0,30.4,63220.0
Alabama,"Claims Adjusters, Examiners, and Investigators",4160.0,31.83,66200.0,32.24,67070.0
Alabama,"Insurance Appraisers, Auto Damage",240.0,28.97,60260.0,28.42,59110.0
Alabama,Compliance Officers,2140.0,32.7,68010.0,30.22,62870.0
Alabama,Cost Estimators,2180.0,29.25,60840.0,26.88,55920.0
Alabama,Human Resources Specialists,6100.0,29.65,61660.0,27.82,57860.0
Alabama,Labor Relations Specialists,890.0,22.61,47030.0,21.69,45110.0
Alabama,Logisticians,4060.0,42.15,87670.0,42.92,89270.0
Alabama,Management Analysts,4630.0,45.45,94530.0,41.16,85610.0
Alabama,"Meeting, Convention, and Event Planners",720.0,22.52,46840.0,21.78,45300.0
Alabama,Fundraisers,650.0,24.21,50360.0,22.68,47170.0
Alabama,"Compensation, Benefits, and Job Analysis Specialists",590.0,29.32,60980.0,27.92,58070.0
Alabama,Training and Development Specialists,2520.0,31.02,64530.0,29.21,60750.0
Alabama,Market Research Analysts and Marketing Specialists,4410.0,29.14,60620.0,25.87,53800.0
Alabama,"Project Management Specialists and Business Operations Specialists, All Other",7580.0,42.34,88070.0,39.42,82000.0
Alabama,Accountants and Auditors,17400.0,34.67,72120.0,30.67,63800.0
Alabama,Property Appraisers and Assessors,900.0,27.46,57110.0,25.09,52190.0
Alabama,Budget Analysts,860.0,40.87,85010.0,40.64,84540.0
Alabama,Credit Analysts,510.0,39.44,82030.0,35.52,73880.0
Alabama,Personal Financial Advisors,1950.0,57.19,118950.0,39.21,81560.0
Alabama,Insurance Underwriters,840.0,36.99,76930.0,31.61,65760.0
Alabama,Financial Examiners,1270.0,29.72,61830.0,25.13,52270.0
Alabama,Credit Counselors,230.0,23.62,49120.0,22.42,46640.0
Alabama,Loan Officers,3720.0,34.03,70790.0,27.07,56300.0
Alabama,"Tax Examiners and Collectors, and Revenue Agents",1000.0,28.3,58860.0,27.15,56470.0
Alabama,Tax Preparers,500.0,19.52,40610.0,17.2,35780.0
Alabama,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",2110.0,40.98,85240.0,38.27,79610.0
Alabama,Computer and Mathematical Occupations,44070.0,41.01,85300.0,38.22,79500.0
Alabama,Computer Systems Analysts,4310.0,42.12,87600.0,39.36,81860.0
Alabama,Information Security Analysts,1570.0,42.67,88750.0,40.51,84250.0
Alabama,Computer Network Support Specialists,1210.0,29.66,61680.0,27.84,57920.0
Alabama,Computer User Support Specialists,6480.0,24.79,51550.0,23.25,48360.0
Alabama,Computer Network Architects,1310.0,52.76,109740.0,49.83,103650.0
Alabama,Network and Computer Systems Administrators,4090.0,37.23,77430.0,35.68,74220.0
Alabama,Database Administrators and Architects,2430.0,41.13,85550.0,39.0,81130.0
Alabama,Computer Programmers,6200.0,43.44,90360.0,40.89,85040.0
Alabama,Software Developers and Software Quality Assurance Analysts and Testers,11800.0,48.48,100840.0,46.68,97100.0
Alabama,Web Developers and Digital Interface Designers,760.0,32.25,67070.0,28.82,59950.0
Alabama,"Computer Occupations, All Other",2240.0,38.93,80970.0,39.33,81810.0
Alabama,Actuaries,100.0,56.99,118530.0,52.52,109250.0
Alabama,Operations Research Analysts,670.0,44.14,91800.0,42.01,87390.0
Alabama,Statisticians,220.0,31.28,65060.0,29.58,61530.0
Alabama,Architecture and Engineering Occupations,44480.0,42.91,89260.0,40.36,83960.0
Alabama,"Architects, Except Landscape and Naval",1010.0,42.58,88560.0,39.43,82020.0
Alabama,Cartographers and Photogrammetrists,100.0,32.36,67310.0,30.89,64260.0
Alabama,Aerospace Engineers,4070.0,57.64,119890.0,56.0,116490.0
Alabama,Chemical Engineers,630.0,50.87,105800.0,51.06,106210.0
Alabama,Civil Engineers,4020.0,44.36,92270.0,40.75,84770.0
Alabama,Computer Hardware Engineers,1190.0,53.6,111490.0,55.37,115160.0
Alabama,Electrical Engineers,4600.0,49.65,103260.0,47.5,98790.0
Alabama,"Electronics Engineers, Except Computer",1620.0,53.09,110440.0,53.3,110870.0
Alabama,Environmental Engineers,800.0,40.3,83830.0,39.22,81580.0
Alabama,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",620.0,48.23,100320.0,48.15,100150.0
Alabama,Industrial Engineers,5900.0,42.94,89310.0,41.58,86480.0
Alabama,Materials Engineers,790.0,43.52,90530.0,41.48,86290.0
Alabama,Mechanical Engineers,3650.0,44.66,92900.0,41.74,86810.0
Alabama,"Mining and Geological Engineers, Including Mining Safety Engineers",180.0,43.88,91270.0,42.28,87940.0
Alabama,Petroleum Engineers,80.0,62.24,129460.0,57.71,120030.0
Alabama,"Engineers, All Other",3620.0,56.46,117430.0,56.01,116490.0
Alabama,Architectural and Civil Drafters,1020.0,25.86,53780.0,24.2,50330.0
Alabama,Electrical and Electronics Drafters,270.0,24.19,50310.0,22.05,45870.0
Alabama,Mechanical Drafters,700.0,28.02,58290.0,26.27,54640.0
Alabama,"Drafters, All Other",180.0,20.22,42060.0,18.78,39070.0
Alabama,Aerospace Engineering and Operations Technologists and Technicians,460.0,30.54,63520.0,29.91,62210.0
Alabama,Civil Engineering Technologists and Technicians,1900.0,22.32,46430.0,20.67,42980.0
Alabama,Electrical and Electronic Engineering Technologists and Technicians,2230.0,29.09,60510.0,27.83,57890.0
Alabama,Environmental Engineering Technologists and Technicians,240.0,24.31,50570.0,23.83,49570.0
Alabama,Industrial Engineering Technologists and Technicians,980.0,25.23,52480.0,24.15,50220.0
Alabama,Mechanical Engineering Technologists and Technicians,610.0,26.64,55420.0,25.72,53500.0
Alabama,Surveying and Mapping Technicians,800.0,20.64,42930.0,19.3,40140.0
Alabama,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",790.0,30.36,63150.0,29.43,61220.0
Alabama,"Life, Physical, and Social Science Occupations",10740.0,31.31,65120.0,28.16,58580.0
Alabama,Food Scientists and Technologists,80.0,25.82,53700.0,26.02,54130.0
Alabama,Soil and Plant Scientists,70.0,30.37,63160.0,27.23,56650.0
Alabama,Microbiologists,140.0,30.9,64270.0,26.37,54840.0
Alabama,Zoologists and Wildlife Biologists,210.0,28.78,59860.0,26.37,54840.0
Alabama,"Biological Scientists, All Other",270.0,32.27,67130.0,30.81,64090.0
Alabama,Conservation Scientists,100.0,33.68,70050.0,35.28,73380.0
Alabama,Foresters,260.0,30.65,63760.0,29.59,61540.0
Alabama,Epidemiologists,60.0,30.44,63310.0,31.76,66070.0
Alabama,"Medical Scientists, Except Epidemiologists",510.0,33.4,69460.0,28.64,59560.0
Alabama,"Life Scientists, All Other",70.0,46.66,97060.0,45.91,95500.0
Alabama,Physicists,170.0,68.89,143290.0,56.01,116500.0
Alabama,Atmospheric and Space Scientists,100.0,41.34,85990.0,42.53,88460.0
Alabama,Chemists,700.0,37.69,78400.0,34.44,71640.0
Alabama,Materials Scientists,60.0,31.25,65010.0,28.93,60170.0
Alabama,"Environmental Scientists and Specialists, Including Health",870.0,30.23,62880.0,27.7,57620.0
Alabama,"Geoscientists, Except Hydrologists and Geographers",160.0,31.36,65230.0,28.58,59440.0
Alabama,"Physical Scientists, All Other",110.0,57.99,120610.0,53.14,110530.0
Alabama,Economists,50.0,47.98,99800.0,46.15,95990.0
Alabama,"Clinical, Counseling, and School Psychologists",770.0,33.26,69190.0,28.88,60070.0
Alabama,"Psychologists, All Other",130.0,44.21,91970.0,47.55,98900.0
Alabama,Urban and Regional Planners,430.0,28.16,58570.0,26.7,55540.0
Alabama,Anthropologists and Archeologists,60.0,26.3,54700.0,24.88,51760.0
Alabama,"Social Scientists and Related Workers, All Other",220.0,41.09,85470.0,38.26,79590.0
Alabama,Agricultural and Food Science Technicians,120.0,19.22,39980.0,19.37,40290.0
Alabama,Biological Technicians,630.0,18.43,38340.0,17.85,37130.0
Alabama,Chemical Technicians,1310.0,26.23,54560.0,25.72,53490.0
Alabama,"Environmental Science and Protection Technicians, Including Health",240.0,24.46,50880.0,22.33,46450.0
Alabama,Geological and Hydrologic Technicians,40.0,26.66,55450.0,21.57,44870.0
Alabama,Social Science Research Assistants,40.0,15.27,31770.0,14.35,29850.0
Alabama,Forest and Conservation Technicians,200.0,21.59,44900.0,21.7,45140.0
Alabama,Forensic Science Technicians,160.0,23.38,48630.0,22.79,47400.0
Alabama,"Life, Physical, and Social Science Technicians, All Other",450.0,23.67,49240.0,22.78,47390.0
Alabama,Occupational Health and Safety Specialists,1330.0,34.75,72280.0,34.95,72700.0
Alabama,Occupational Health and Safety Technicians,340.0,24.37,50690.0,22.44,46680.0
Alabama,Community and Social Service Occupations,19650.0,21.46,44630.0,20.67,42990.0
Alabama,"Educational, Guidance, and Career Counselors and Advisors",4460.0,25.54,53120.0,26.14,54380.0
Alabama,Marriage and Family Therapists,260.0,20.43,42480.0,19.68,40930.0
Alabama,Rehabilitation Counselors,830.0,21.62,44960.0,21.71,45150.0
Alabama,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",1860.0,20.7,43060.0,19.58,40730.0
Alabama,"Counselors, All Other",140.0,24.17,50270.0,22.7,47220.0
Alabama,"Child, Family, and School Social Workers",3510.0,19.75,41090.0,18.72,38940.0
Alabama,Healthcare Social Workers,2530.0,22.69,47190.0,22.75,47320.0
Alabama,Mental Health and Substance Abuse Social Workers,1080.0,18.36,38190.0,17.22,35820.0
Alabama,"Social Workers, All Other",420.0,28.43,59140.0,32.37,67330.0
Alabama,Health Education Specialists,440.0,22.0,45750.0,20.4,42430.0
Alabama,Social and Human Service Assistants,1920.0,13.98,29080.0,13.14,27320.0
Alabama,Community Health Workers,510.0,18.97,39460.0,18.7,38900.0
Alabama,"Community and Social Service Specialists, All Other",210.0,14.19,29520.0,11.65,24240.0
Alabama,Clergy,520.0,23.09,48020.0,22.72,47250.0
Alabama,"Directors, Religious Activities and Education",60.0,41.92,87200.0,38.85,80800.0
Alabama,Legal Occupations,10960.0,40.72,84710.0,30.93,64340.0
Alabama,Lawyers,5900.0,54.92,114240.0,48.39,100660.0
Alabama,"Administrative Law Judges, Adjudicators, and Hearing Officers",100.0,61.68,128290.0,70.11,145820.0
Alabama,"Arbitrators, Mediators, and Conciliators",40.0,33.29,69250.0,34.59,71950.0
Alabama,"Judges, Magistrate Judges, and Magistrates",530.0,28.04,58330.0,21.76,45260.0
Alabama,Paralegals and Legal Assistants,3780.0,22.78,47380.0,21.74,45210.0
Alabama,"Title Examiners, Abstractors, and Searchers",380.0,20.57,42790.0,18.41,38300.0
Alabama,"Legal Support Workers, All Other",220.0,26.35,54810.0,24.97,51930.0
Alabama,Educational Instruction and Library Occupations,105240.0,24.22,50370.0,23.52,48910.0
Alabama,"Career/Technical Education Teachers, Postsecondary",1840.0,25.79,53650.0,25.87,53820.0
Alabama,"Preschool Teachers, Except Special Education",4050.0,11.76,24470.0,10.29,21390.0
Alabama,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",520.0,18.71,38920.0,18.28,38020.0
Alabama,Self-Enrichment Teachers,1880.0,20.8,43270.0,18.51,38490.0
Alabama,"Substitute Teachers, Short-Term",7580.0,9.5,19760.0,8.66,18010.0
Alabama,Archivists,70.0,24.29,50530.0,20.67,42990.0
Alabama,Curators,110.0,27.8,57830.0,26.91,55960.0
Alabama,Museum Technicians and Conservators,100.0,20.67,43000.0,20.17,41950.0
Alabama,Librarians and Media Collections Specialists,2540.0,25.33,52690.0,26.7,55530.0
Alabama,Library Technicians,940.0,14.94,31070.0,14.09,29310.0
Alabama,Farm and Home Management Educators,420.0,27.72,57660.0,27.24,56650.0
Alabama,Instructional Coordinators,1870.0,33.31,69290.0,34.66,72090.0
Alabama,"Educational Instruction and Library Workers, All Other",1820.0,19.9,41390.0,16.18,33660.0
Alabama,"Arts, Design, Entertainment, Sports, and Media Occupations",18240.0,22.8,47430.0,18.47,38410.0
Alabama,Art Directors,280.0,36.03,74940.0,34.14,71020.0
Alabama,Craft Artists,100.0,15.73,32720.0,15.97,33220.0
Alabama,Special Effects Artists and Animators,130.0,29.98,62350.0,29.14,60610.0
Alabama,"Artists and Related Workers, All Other",40.0,31.7,65930.0,31.62,65780.0
Alabama,Commercial and Industrial Designers,170.0,33.11,68870.0,33.16,68980.0
Alabama,Floral Designers,590.0,12.11,25190.0,11.9,24750.0
Alabama,Graphic Designers,1680.0,22.11,45990.0,20.04,41690.0
Alabama,Interior Designers,410.0,29.89,62180.0,26.27,54630.0
Alabama,Merchandise Displayers and Window Trimmers,3310.0,15.1,31410.0,14.14,29420.0
Alabama,Set and Exhibit Designers,50.0,23.69,49270.0,21.23,44160.0
Alabama,Producers and Directors,880.0,29.11,60560.0,27.91,58060.0
Alabama,Music Directors and Composers,90.0,33.05,68740.0,21.7,45150.0
Alabama,Broadcast Announcers and Radio Disc Jockeys,340.0,14.5,30160.0,12.07,25110.0
Alabama,"News Analysts, Reporters, and Journalists",840.0,32.12,66810.0,19.02,39560.0
Alabama,Public Relations Specialists,1920.0,27.39,56980.0,25.31,52650.0
Alabama,Editors,670.0,35.1,73010.0,25.86,53780.0
Alabama,Technical Writers,580.0,33.72,70140.0,33.52,69730.0
Alabama,Writers and Authors,170.0,32.21,66990.0,26.81,55760.0
Alabama,Interpreters and Translators,230.0,20.89,43450.0,20.86,43380.0
Alabama,Court Reporters and Simultaneous Captioners,340.0,19.77,41110.0,21.47,44660.0
Alabama,"Media and Communication Workers, All Other",40.0,14.45,30050.0,16.22,33730.0
Alabama,Audio and Video Technicians,690.0,17.47,36340.0,16.04,33360.0
Alabama,Broadcast Technicians,420.0,16.03,33350.0,12.59,26190.0
Alabama,Sound Engineering Technicians,70.0,23.16,48180.0,21.11,43910.0
Alabama,Photographers,420.0,18.79,39080.0,17.51,36420.0
Alabama,"Camera Operators, Television, Video, and Film",130.0,21.63,44990.0,20.77,43210.0
Alabama,Film and Video Editors,60.0,29.45,61250.0,25.96,53990.0
Alabama,"Lighting Technicians and Media and Communication Equipment Workers, All Other",60.0,29.97,62330.0,24.4,50760.0
Alabama,Healthcare Practitioners and Technical Occupations,129690.0,32.71,68030.0,26.21,54510.0
Alabama,Chiropractors,310.0,42.92,89280.0,34.87,72540.0
Alabama,"Dentists, General",1170.0,75.5,157040.0,69.14,143810.0
Alabama,Dietitians and Nutritionists,750.0,26.95,56050.0,26.91,55960.0
Alabama,Optometrists,460.0,55.48,115400.0,49.09,102100.0
Alabama,Pharmacists,4700.0,61.28,127460.0,60.62,126100.0
Alabama,Physician Assistants,730.0,43.31,90080.0,44.44,92430.0
Alabama,Podiatrists,100.0,68.84,143180.0,60.61,126070.0
Alabama,Occupational Therapists,1310.0,41.23,85760.0,40.82,84900.0
Alabama,Physical Therapists,2770.0,44.51,92570.0,43.73,90960.0
Alabama,Radiation Therapists,490.0,42.25,87880.0,36.78,76500.0
Alabama,Recreational Therapists,140.0,21.11,43900.0,20.5,42640.0
Alabama,Respiratory Therapists,2240.0,25.06,52110.0,24.3,50550.0
Alabama,Speech-Language Pathologists,1700.0,32.81,68230.0,29.57,61510.0
Alabama,Exercise Physiologists,80.0,22.46,46720.0,22.01,45780.0
Alabama,"Therapists, All Other",80.0,22.51,46820.0,19.77,41120.0
Alabama,Veterinarians,980.0,47.5,98790.0,43.51,90510.0
Alabama,Registered Nurses,49190.0,28.96,60230.0,28.27,58800.0
Alabama,Nurse Anesthetists,1200.0,75.69,157430.0,74.85,155680.0
Alabama,Nurse Practitioners,3800.0,47.87,99570.0,46.38,96470.0
Alabama,Audiologists,110.0,34.98,72760.0,34.69,72160.0
Alabama,"Pediatricians, General",490.0,102.99,214220.0,99.72,207420.0
Alabama,Psychiatrists,230.0,80.93,168340.0,73.29,152430.0
Alabama,"Physicians, All Other; and Ophthalmologists, Except Pediatric",4650.0,94.54,196650.0,94.11,195750.0
Alabama,Dental Hygienists,3790.0,23.12,48090.0,23.58,49040.0
Alabama,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",130.0,39.47,82100.0,35.31,73450.0
Alabama,Clinical Laboratory Technologists and Technicians,4870.0,22.31,46400.0,21.38,44480.0
Alabama,Diagnostic Medical Sonographers,1110.0,27.15,56480.0,27.2,56570.0
Alabama,Nuclear Medicine Technologists,390.0,30.33,63090.0,30.66,63760.0
Alabama,Radiologic Technologists and Technicians,3570.0,22.73,47290.0,22.35,46490.0
Alabama,Magnetic Resonance Imaging Technologists,650.0,28.76,59820.0,28.83,59960.0
Alabama,Emergency Medical Technicians and Paramedics,3660.0,14.54,30240.0,14.22,29570.0
Alabama,Dietetic Technicians,160.0,16.06,33400.0,16.62,34580.0
Alabama,Pharmacy Technicians,6790.0,14.82,30830.0,14.36,29880.0
Alabama,Psychiatric Technicians,1300.0,12.87,26760.0,11.82,24590.0
Alabama,Surgical Technologists,1890.0,18.31,38090.0,17.96,37350.0
Alabama,Veterinary Technologists and Technicians,1060.0,15.28,31780.0,14.3,29750.0
Alabama,Ophthalmic Medical Technicians,830.0,17.04,35440.0,16.68,34690.0
Alabama,Licensed Practical and Licensed Vocational Nurses,12400.0,18.9,39310.0,18.78,39060.0
Alabama,"Opticians, Dispensing",1050.0,15.41,32040.0,14.49,30140.0
Alabama,Orthotists and Prosthetists,150.0,28.53,59340.0,25.09,52180.0
Alabama,Hearing Aid Specialists,100.0,26.27,54630.0,26.68,55490.0
Alabama,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",4160.0,18.93,39370.0,17.08,35530.0
Alabama,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",530.0,20.26,42150.0,17.42,36230.0
Alabama,Healthcare Support Occupations,68060.0,12.55,26110.0,11.39,23690.0
Alabama,Home Health and Personal Care Aides,19440.0,9.6,19960.0,9.21,19150.0
Alabama,Nursing Assistants,22750.0,11.82,24590.0,11.4,23710.0
Alabama,Orderlies,930.0,11.51,23940.0,11.24,23380.0
Alabama,Psychiatric Aides,1640.0,12.58,26170.0,11.69,24310.0
Alabama,Occupational Therapy Assistants,520.0,29.69,61760.0,30.22,62850.0
Alabama,Physical Therapist Assistants,1790.0,27.75,57730.0,28.16,58580.0
Alabama,Physical Therapist Aides,970.0,13.11,27270.0,11.77,24480.0
Alabama,Massage Therapists,430.0,17.14,35650.0,17.07,35500.0
Alabama,Dental Assistants,3140.0,16.05,33390.0,15.88,33020.0
Alabama,Medical Assistants,9580.0,14.05,29220.0,13.74,28570.0
Alabama,Medical Equipment Preparers,1200.0,14.34,29820.0,13.99,29100.0
Alabama,Medical Transcriptionists,720.0,15.66,32560.0,15.68,32620.0
Alabama,Pharmacy Aides,520.0,11.99,24950.0,10.42,21680.0
Alabama,Veterinary Assistants and Laboratory Animal Caretakers,1450.0,11.47,23860.0,10.88,22620.0
Alabama,Phlebotomists,2010.0,14.97,31140.0,14.59,30340.0
Alabama,"Healthcare Support Workers, All Other",960.0,16.25,33800.0,15.22,31670.0
Alabama,Protective Service Occupations,44660.0,19.05,39620.0,17.62,36660.0
Alabama,First-Line Supervisors of Correctional Officers,410.0,29.07,60460.0,28.75,59800.0
Alabama,First-Line Supervisors of Police and Detectives,1090.0,34.54,71850.0,32.18,66940.0
Alabama,First-Line Supervisors of Firefighting and Prevention Workers,980.0,31.6,65720.0,30.02,62430.0
Alabama,"Miscellaneous First-Line Supervisors, Protective Service Workers",700.0,23.39,48640.0,21.9,45550.0
Alabama,Firefighters,6070.0,20.13,41870.0,19.56,40690.0
Alabama,Fire Inspectors and Investigators,130.0,32.6,67800.0,30.32,63070.0
Alabama,Forest Fire Inspectors and Prevention Specialists,40.0,17.72,36860.0,15.98,33230.0
Alabama,Bailiffs,100.0,16.81,34950.0,15.93,33140.0
Alabama,Correctional Officers and Jailers,4590.0,18.67,38840.0,18.51,38490.0
Alabama,Detectives and Criminal Investigators,1170.0,31.65,65830.0,27.9,58030.0
Alabama,Fish and Game Wardens,140.0,26.95,56060.0,25.42,52870.0
Alabama,Parking Enforcement Workers,40.0,16.96,35270.0,16.65,34630.0
Alabama,Police and Sheriff's Patrol Officers,11410.0,22.36,46510.0,21.85,45440.0
Alabama,Animal Control Workers,210.0,15.89,33050.0,15.27,31770.0
Alabama,Private Detectives and Investigators,240.0,27.47,57140.0,24.85,51690.0
Alabama,Gambling Surveillance Officers and Gambling Investigators,70.0,18.89,39290.0,17.52,36440.0
Alabama,Security Guards,14220.0,13.58,28260.0,11.87,24700.0
Alabama,Crossing Guards and Flaggers,470.0,11.11,23110.0,10.62,22090.0
Alabama,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1110.0,9.51,19780.0,9.03,18790.0
Alabama,Transportation Security Screeners,230.0,19.45,40460.0,18.77,39050.0
Alabama,"School Bus Monitors and Protective Service Workers, All Other",1230.0,14.4,29960.0,12.07,25110.0
Alabama,Food Preparation and Serving Related Occupations,186900.0,10.4,21620.0,9.29,19320.0
Alabama,Chefs and Head Cooks,990.0,23.66,49210.0,22.69,47200.0
Alabama,First-Line Supervisors of Food Preparation and Serving Workers,19420.0,15.45,32140.0,13.94,28990.0
Alabama,"Cooks, Fast Food",8810.0,8.96,18640.0,8.79,18280.0
Alabama,"Cooks, Institution and Cafeteria",10020.0,10.81,22480.0,9.55,19870.0
Alabama,"Cooks, Restaurant",15720.0,11.71,24360.0,11.25,23400.0
Alabama,"Cooks, Short Order",2940.0,10.54,21920.0,10.4,21640.0
Alabama,Food Preparation Workers,13500.0,9.94,20670.0,9.23,19190.0
Alabama,Bartenders,4820.0,10.27,21360.0,9.15,19030.0
Alabama,Fast Food and Counter Workers,62620.0,9.17,19070.0,8.94,18580.0
Alabama,Waiters and Waitresses,33650.0,9.41,19560.0,8.9,18520.0
Alabama,"Food Servers, Nonrestaurant",2680.0,10.47,21780.0,10.05,20910.0
Alabama,Dining Room and Cafeteria Attendants and Bartender Helpers,3020.0,9.73,20230.0,9.26,19260.0
Alabama,Dishwashers,4100.0,9.86,20510.0,9.55,19870.0
Alabama,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",3980.0,9.47,19710.0,9.17,19070.0
Alabama,"Food Preparation and Serving Related Workers, All Other",530.0,10.32,21470.0,9.25,19240.0
Alabama,Building and Grounds Cleaning and Maintenance Occupations,55720.0,12.64,26290.0,11.39,23700.0
Alabama,First-Line Supervisors of Housekeeping and Janitorial Workers,1810.0,18.76,39030.0,17.06,35480.0
Alabama,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1690.0,21.62,44970.0,20.07,41750.0
Alabama,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",26190.0,11.72,24380.0,10.99,22860.0
Alabama,Maids and Housekeeping Cleaners,11220.0,10.21,21240.0,9.62,20020.0
Alabama,Pest Control Workers,2310.0,16.83,35010.0,17.02,35390.0
Alabama,Landscaping and Groundskeeping Workers,11540.0,13.23,27520.0,12.6,26210.0
Alabama,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",300.0,16.74,34820.0,16.6,34520.0
Alabama,Tree Trimmers and Pruners,320.0,20.14,41890.0,18.79,39080.0
Alabama,Personal Care and Service Occupations,34260.0,12.41,25810.0,10.39,21620.0
Alabama,First-Line Supervisors of Gambling Services Workers,210.0,16.87,35080.0,14.84,30860.0
Alabama,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",2350.0,18.22,37890.0,17.05,35470.0
Alabama,Animal Trainers,100.0,14.56,30280.0,11.47,23860.0
Alabama,Animal Caretakers,2990.0,10.32,21470.0,9.57,19910.0
Alabama,Gambling and Sports Book Writers and Runners,160.0,11.35,23610.0,10.94,22760.0
Alabama,"Ushers, Lobby Attendants, and Ticket Takers",480.0,9.38,19520.0,9.08,18880.0
Alabama,Amusement and Recreation Attendants,3110.0,10.03,20860.0,9.24,19220.0
Alabama,Costume Attendants,40.0,17.36,36120.0,18.88,39280.0
Alabama,"Locker Room, Coatroom, and Dressing Room Attendants",70.0,11.78,24500.0,11.21,23320.0
Alabama,Embalmers,160.0,20.57,42780.0,19.05,39620.0
Alabama,Funeral Attendants,580.0,13.0,27030.0,12.01,24980.0
Alabama,"Morticians, Undertakers, and Funeral Arrangers",440.0,21.1,43890.0,19.96,41530.0
Alabama,Barbers,210.0,18.88,39280.0,15.04,31270.0
Alabama,"Hairdressers, Hairstylists, and Cosmetologists",4530.0,11.72,24380.0,10.05,20900.0
Alabama,Manicurists and Pedicurists,410.0,11.28,23460.0,10.78,22410.0
Alabama,Shampooers,80.0,10.75,22350.0,10.69,22230.0
Alabama,Skincare Specialists,410.0,16.31,33930.0,16.22,33730.0
Alabama,Baggage Porters and Bellhops,250.0,9.83,20450.0,9.51,19780.0
Alabama,Concierges,150.0,12.29,25560.0,11.64,24210.0
Alabama,Tour and Travel Guides,430.0,12.61,26230.0,10.98,22830.0
Alabama,Childcare Workers,6140.0,9.99,20770.0,9.19,19120.0
Alabama,Exercise Trainers and Group Fitness Instructors,3030.0,17.2,35780.0,17.28,35950.0
Alabama,Recreation Workers,5010.0,11.76,24460.0,10.13,21070.0
Alabama,Residential Advisors,2840.0,12.26,25490.0,11.35,23610.0
Alabama,"Crematory Operators and Personal Care and Service Workers, All Other",40.0,15.89,33050.0,16.27,33840.0
Alabama,Sales and Related Occupations,208730.0,17.23,35830.0,12.09,25150.0
