State,Occupation,Total Employees,Hourly Mean,Annual Mean,Hourly Median,Annual Median
Alabama,"Claims Adjusters, Examiners, and Investigators",3340.0,28.3,58870.0,29.41,61160.0
Alabama,"Insurance Appraisers, Auto Damage",460.0,36.31,75530.0,38.49,80070.0
Alabama,Compliance Officers,1600.0,30.1,62600.0,28.17,58580.0
Alabama,Cost Estimators,2200.0,27.39,56980.0,25.46,52950.0
Alabama,Human Resources Specialists,4420.0,27.96,58160.0,26.49,55100.0
Alabama,Labor Relations Specialists,1010.0,24.09,50100.0,24.2,50340.0
Alabama,Logisticians,3800.0,39.08,81280.0,39.23,81600.0
Alabama,Management Analysts,4440.0,43.42,90310.0,39.73,82630.0
Alabama,"Meeting, Convention, and Event Planners",420.0,21.65,45020.0,20.74,43150.0
Alabama,Fundraisers,560.0,24.97,51930.0,22.14,46050.0
Alabama,"Compensation, Benefits, and Job Analysis Specialists",460.0,27.21,56600.0,25.97,54020.0
Alabama,Training and Development Specialists,2380.0,27.49,57180.0,26.52,55160.0
Alabama,Market Research Analysts and Marketing Specialists,2220.0,28.05,58340.0,25.41,52850.0
Alabama,"Business Operations Specialists, All Other",6680.0,37.16,77280.0,35.52,73890.0
Alabama,Accountants and Auditors,14180.0,30.73,63910.0,28.31,58890.0
Alabama,Appraisers and Assessors of Real Estate,780.0,24.11,50150.0,21.4,44520.0
Alabama,Budget Analysts,1020.0,35.41,73650.0,34.75,72270.0
Alabama,Credit Analysts,600.0,24.18,50290.0,20.77,43200.0
Alabama,Financial Analysts,940.0,45.18,93970.0,34.96,72720.0
Alabama,Personal Financial Advisors,1070.0,48.9,101700.0,39.38,81910.0
Alabama,Insurance Underwriters,530.0,25.16,52330.0,23.48,48840.0
Alabama,Financial Examiners,230.0,37.52,78040.0,36.47,75850.0
Alabama,Credit Counselors,100.0,20.85,43360.0,19.08,39680.0
Alabama,Loan Officers,3380.0,32.24,67070.0,28.02,58280.0
Alabama,"Tax Examiners and Collectors, and Revenue Agents",1030.0,25.9,53860.0,24.89,51770.0
Alabama,Tax Preparers,460.0,14.56,30290.0,11.71,24360.0
Alabama,"Financial Specialists, All Other",600.0,32.65,67910.0,31.28,65050.0
Alabama,Computer and Mathematical Occupations,40350.0,35.47,73780.0,34.18,71100.0
Alabama,Computer and Information Research Scientists,300.0,49.95,103900.0,49.37,102690.0
Alabama,Computer Systems Analysts,5770.0,38.08,79200.0,37.15,77260.0
Alabama,Information Security Analysts,1820.0,37.89,78810.0,38.81,80720.0
Alabama,Computer Programmers,5260.0,38.7,80490.0,36.29,75470.0
Alabama,"Software Developers, Applications",3810.0,43.78,91070.0,42.79,89000.0
Alabama,"Software Developers, Systems Software",3840.0,46.3,96290.0,45.09,93780.0
Alabama,Web Developers,610.0,24.33,50610.0,22.38,46540.0
Alabama,Database Administrators,2010.0,33.71,70120.0,32.58,67760.0
Alabama,Network and Computer Systems Administrators,4850.0,33.17,68990.0,31.74,66020.0
Alabama,Computer Network Architects,820.0,42.5,88400.0,42.66,88740.0
Alabama,Computer User Support Specialists,7180.0,21.71,45150.0,20.17,41950.0
Alabama,Computer Network Support Specialists,1250.0,26.92,55990.0,25.99,54070.0
Alabama,"Computer Occupations, All Other",1660.0,39.99,83170.0,39.7,82570.0
Alabama,Actuaries,50.0,40.48,84190.0,32.67,67940.0
Alabama,Operations Research Analysts,860.0,42.15,87680.0,41.63,86590.0
Alabama,Statisticians,250.0,27.99,58210.0,26.05,54170.0
Alabama,Architecture and Engineering Occupations,40930.0,38.42,79910.0,36.88,76710.0
Alabama,"Architects, Except Landscape and Naval",920.0,36.27,75440.0,34.09,70910.0
Alabama,Landscape Architects,60.0,34.98,72760.0,34.74,72270.0
Alabama,Cartographers and Photogrammetrists,240.0,26.04,54170.0,24.89,51770.0
Alabama,Surveyors,670.0,24.72,51410.0,22.6,47010.0
Alabama,Aerospace Engineers,2770.0,50.35,104730.0,51.97,108100.0
Alabama,Biomedical Engineers,70.0,41.25,85810.0,41.36,86040.0
Alabama,Chemical Engineers,580.0,44.43,92420.0,44.62,92810.0
Alabama,Civil Engineers,3440.0,34.56,71890.0,32.87,68380.0
Alabama,Computer Hardware Engineers,1080.0,48.07,99980.0,49.72,103410.0
Alabama,Electrical Engineers,5290.0,43.77,91040.0,41.96,87280.0
Alabama,"Electronics Engineers, Except Computer",1970.0,48.23,100310.0,46.35,96410.0
Alabama,Environmental Engineers,870.0,33.64,69970.0,29.95,62300.0
Alabama,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",480.0,42.63,88670.0,43.1,89650.0
Alabama,Industrial Engineers,4290.0,39.1,81330.0,38.55,80180.0
Alabama,Marine Engineers and Naval Architects,150.0,27.51,57230.0,26.51,55150.0
Alabama,Materials Engineers,510.0,45.69,95030.0,45.79,95250.0
Alabama,Mechanical Engineers,3710.0,40.08,83370.0,39.66,82490.0
Alabama,"Mining and Geological Engineers, Including Mining Safety Engineers",180.0,39.41,81970.0,38.51,80110.0
Alabama,Nuclear Engineers,240.0,53.18,110620.0,50.02,104030.0
Alabama,Petroleum Engineers,90.0,62.37,129730.0,60.29,125390.0
Alabama,"Engineers, All Other",3870.0,51.78,107710.0,51.98,108110.0
Alabama,Architectural and Civil Drafters,1040.0,22.34,46470.0,21.8,45340.0
Alabama,Electrical and Electronics Drafters,480.0,29.5,61360.0,28.46,59190.0
Alabama,Mechanical Drafters,860.0,25.4,52840.0,23.22,48290.0
Alabama,"Drafters, All Other",290.0,23.12,48090.0,23.0,47830.0
Alabama,Aerospace Engineering and Operations Technicians,210.0,28.75,59800.0,28.67,59630.0
Alabama,Civil Engineering Technicians,1110.0,17.57,36540.0,14.92,31040.0
Alabama,Electrical and Electronics Engineering Technicians,1750.0,27.0,56160.0,27.08,56320.0
Alabama,Electro-Mechanical Technicians,90.0,23.63,49150.0,22.15,46080.0
Alabama,Environmental Engineering Technicians,570.0,23.33,48520.0,22.53,46850.0
Alabama,Industrial Engineering Technicians,900.0,27.65,57510.0,26.54,55210.0
Alabama,Mechanical Engineering Technicians,620.0,24.95,51900.0,23.54,48960.0
Alabama,"Engineering Technicians, Except Drafters, All Other",660.0,29.96,62320.0,29.92,62230.0
Alabama,Surveying and Mapping Technicians,880.0,17.39,36160.0,16.8,34940.0
Alabama,"Life, Physical, and Social Science Occupations",9660.0,28.09,58420.0,24.39,50730.0
Alabama,Soil and Plant Scientists,60.0,29.07,60470.0,28.44,59160.0
Alabama,Zoologists and Wildlife Biologists,100.0,28.37,59000.0,28.24,58750.0
Alabama,Conservation Scientists,110.0,34.33,71400.0,35.68,74220.0
Alabama,Foresters,330.0,26.93,56020.0,27.25,56680.0
Alabama,Epidemiologists,40.0,28.43,59130.0,29.44,61230.0
Alabama,"Life Scientists, All Other",100.0,26.69,55510.0,23.55,48980.0
Alabama,Physicists,160.0,52.28,108740.0,50.63,105310.0
Alabama,Atmospheric and Space Scientists,100.0,40.57,84390.0,40.8,84860.0
Alabama,Chemists,810.0,34.01,70740.0,32.64,67890.0
Alabama,"Environmental Scientists and Specialists, Including Health",1050.0,28.19,58640.0,25.85,53760.0
Alabama,"Geoscientists, Except Hydrologists and Geographers",310.0,34.26,71260.0,31.81,66160.0
Alabama,Economists,40.0,50.13,104280.0,34.82,72420.0
Alabama,"Clinical, Counseling, and School Psychologists",800.0,41.25,85800.0,28.91,60140.0
Alabama,"Psychologists, All Other",120.0,41.38,86080.0,44.59,92740.0
Alabama,Urban and Regional Planners,330.0,28.17,58590.0,27.74,57700.0
Alabama,Anthropologists and Archeologists,50.0,21.14,43970.0,20.55,42750.0
Alabama,Historians,60.0,29.91,62210.0,26.83,55800.0
Alabama,"Social Scientists and Related Workers, All Other",210.0,38.47,80010.0,35.88,74620.0
Alabama,Agricultural and Food Science Technicians,110.0,21.38,44470.0,21.06,43800.0
Alabama,Biological Technicians,780.0,18.13,37710.0,17.8,37020.0
Alabama,Chemical Technicians,940.0,20.85,43370.0,19.41,40380.0
Alabama,Geological and Petroleum Technicians,50.0,28.22,58700.0,26.46,55040.0
Alabama,Nuclear Technicians,150.0,28.67,59630.0,31.64,65810.0
Alabama,"Environmental Science and Protection Technicians, Including Health",660.0,20.44,42510.0,19.14,39800.0
Alabama,Forensic Science Technicians,70.0,20.05,41700.0,19.74,41070.0
Alabama,Forest and Conservation Technicians,210.0,20.77,43210.0,20.52,42670.0
Alabama,"Life, Physical, and Social Science Technicians, All Other",600.0,18.31,38090.0,16.78,34910.0
Alabama,Community and Social Service Occupations,16920.0,19.9,41400.0,18.77,39040.0
Alabama,Substance Abuse and Behavioral Disorder Counselors,640.0,18.53,38540.0,17.48,36350.0
Alabama,"Educational, Guidance, School, and Vocational Counselors",3090.0,24.43,50820.0,24.8,51590.0
Alabama,Marriage and Family Therapists,180.0,21.05,43780.0,20.9,43470.0
Alabama,Mental Health Counselors,790.0,20.54,42720.0,19.11,39740.0
Alabama,Rehabilitation Counselors,710.0,18.58,38650.0,18.0,37440.0
Alabama,"Counselors, All Other",60.0,15.06,31330.0,14.86,30900.0
Alabama,"Child, Family, and School Social Workers",3770.0,19.51,40580.0,18.11,37670.0
Alabama,Healthcare Social Workers,2290.0,21.19,44080.0,20.67,43000.0
Alabama,Mental Health and Substance Abuse Social Workers,1160.0,16.55,34420.0,15.3,31820.0
Alabama,"Social Workers, All Other",300.0,28.87,60040.0,31.27,65050.0
Alabama,Health Educators,270.0,21.6,44920.0,20.02,41650.0
Alabama,Probation Officers and Correctional Treatment Specialists,1130.0,20.67,43000.0,20.13,41870.0
Alabama,Social and Human Service Assistants,1530.0,11.33,23560.0,9.98,20760.0
Alabama,Community Health Workers,380.0,20.43,42490.0,18.67,38830.0
Alabama,"Community and Social Service Specialists, All Other",140.0,17.92,37280.0,14.16,29460.0
Alabama,Clergy,390.0,18.45,38380.0,19.05,39620.0
Alabama,"Directors, Religious Activities and Education",60.0,20.0,41590.0,18.82,39140.0
Alabama,Legal Occupations,9570.0,39.01,81140.0,29.65,61680.0
Alabama,Lawyers,5420.0,51.34,106790.0,43.98,91470.0
Alabama,"Administrative Law Judges, Adjudicators, and Hearing Officers",110.0,56.3,117110.0,60.43,125700.0
Alabama,"Arbitrators, Mediators, and Conciliators",50.0,27.26,56700.0,24.79,51560.0
Alabama,"Judges, Magistrate Judges, and Magistrates",440.0,27.95,58140.0,20.79,43230.0
Alabama,Paralegals and Legal Assistants,2800.0,21.88,45510.0,20.26,42140.0
Alabama,Court Reporters,330.0,18.11,37670.0,18.88,39260.0
Alabama,"Title Examiners, Abstractors, and Searchers",240.0,16.0,33290.0,16.28,33860.0
Alabama,"Legal Support Workers, All Other",170.0,24.79,51570.0,22.72,47260.0
Alabama,"Education, Training, and Library Occupations",110690.0,21.63,45000.0,21.18,44060.0
Alabama,"Vocational Education Teachers, Postsecondary",2740.0,18.28,38020.0,16.69,34720.0
Alabama,"Preschool Teachers, Except Special Education",2050.0,13.32,27700.0,12.52,26030.0
Alabama,Adult Basic and Secondary Education and Literacy Teachers and Instructors,820.0,20.92,43500.0,20.57,42780.0
Alabama,Self-Enrichment Education Teachers,2360.0,16.85,35040.0,15.46,32150.0
Alabama,Substitute Teachers,17480.0,8.32,17300.0,8.5,17690.0
Alabama,Archivists,50.0,29.11,60560.0,30.35,63130.0
Alabama,Curators,110.0,23.3,48470.0,22.8,47430.0
Alabama,Museum Technicians and Conservators,50.0,17.48,36360.0,17.6,36620.0
Alabama,Librarians,1830.0,25.16,52340.0,25.68,53410.0
Alabama,Library Technicians,1080.0,13.46,27990.0,12.75,26530.0
Alabama,Audio-Visual and Multimedia Collections Specialists,30.0,16.12,33530.0,15.29,31800.0
Alabama,Farm and Home Management Advisors,790.0,23.77,49430.0,23.25,48350.0
Alabama,Instructional Coordinators,1030.0,31.28,65060.0,31.21,64910.0
Alabama,"Education, Training, and Library Workers, All Other",280.0,18.82,39150.0,18.23,37920.0
Alabama,"Arts, Design, Entertainment, Sports, and Media Occupations",16590.0,19.15,39830.0,15.69,32630.0
Alabama,Art Directors,180.0,36.67,76280.0,33.5,69690.0
Alabama,Craft Artists,120.0,12.83,26700.0,12.48,25960.0
Alabama,Multimedia Artists and Animators,90.0,27.74,57700.0,24.9,51790.0
Alabama,Commercial and Industrial Designers,110.0,23.14,48120.0,21.8,45340.0
Alabama,Floral Designers,790.0,10.81,22480.0,9.81,20390.0
Alabama,Graphic Designers,1550.0,19.14,39800.0,17.56,36520.0
Alabama,Interior Designers,360.0,22.38,46540.0,18.69,38880.0
Alabama,Merchandise Displayers and Window Trimmers,2150.0,12.01,24990.0,11.3,23500.0
Alabama,Set and Exhibit Designers,70.0,26.26,54620.0,29.37,61090.0
Alabama,Producers and Directors,450.0,24.48,50920.0,21.71,45150.0
Alabama,Music Directors and Composers,220.0,23.17,48190.0,24.5,50960.0
Alabama,Radio and Television Announcers,530.0,13.29,27630.0,9.52,19810.0
Alabama,Broadcast News Analysts,120.0,40.78,84830.0,29.95,62300.0
Alabama,Reporters and Correspondents,540.0,16.24,33770.0,14.19,29510.0
Alabama,Public Relations Specialists,2120.0,22.63,47070.0,21.36,44420.0
Alabama,Editors,620.0,22.48,46760.0,20.69,43040.0
Alabama,Technical Writers,660.0,28.65,59590.0,28.15,58540.0
Alabama,Writers and Authors,290.0,26.08,54250.0,22.93,47690.0
Alabama,Interpreters and Translators,260.0,19.21,39960.0,17.03,35420.0
Alabama,Audio and Video Equipment Technicians,290.0,18.5,38470.0,17.35,36080.0
Alabama,Broadcast Technicians,420.0,17.37,36130.0,14.05,29230.0
Alabama,Sound Engineering Technicians,90.0,20.13,41870.0,18.45,38370.0
Alabama,Photographers,710.0,15.74,32730.0,13.63,28360.0
Alabama,"Camera Operators, Television, Video, and Motion Picture",280.0,15.28,31770.0,11.97,24890.0
Alabama,Film and Video Editors,150.0,21.12,43940.0,19.97,41540.0
Alabama,"Media and Communication Equipment Workers, All Other",70.0,31.91,66370.0,33.08,68810.0
Alabama,Healthcare Practitioners and Technical Occupations,119780.0,30.33,63080.0,23.68,49260.0
Alabama,Chiropractors,340.0,38.79,80690.0,29.36,61070.0
Alabama,"Dentists, General",790.0,89.63,186430.0,87.23,181430.0
Alabama,Orthodontists,130.0,83.2,173060.0,67.69,140800.0
Alabama,"Dentists, All Other Specialists",40.0,83.06,172760.0,84.3,175350.0
Alabama,Dietitians and Nutritionists,820.0,22.46,46720.0,22.23,46230.0
Alabama,Optometrists,330.0,46.25,96210.0,42.06,87490.0
Alabama,Pharmacists,5200.0,57.22,119020.0,56.99,118530.0
Alabama,Family and General Practitioners,640.0,84.14,175010.0,81.56,169650.0
Alabama,"Pediatricians, General",450.0,85.31,177430.0,77.28,160750.0
Alabama,Physician Assistants,400.0,42.63,88680.0,43.05,89540.0
Alabama,Podiatrists,90.0,53.96,112230.0,41.67,86670.0
Alabama,Occupational Therapists,1170.0,35.22,73260.0,35.24,73300.0
Alabama,Physical Therapists,2100.0,40.13,83460.0,39.91,83010.0
Alabama,Radiation Therapists,250.0,32.92,68470.0,31.81,66160.0
Alabama,Recreational Therapists,130.0,18.61,38710.0,17.62,36660.0
Alabama,Respiratory Therapists,2130.0,22.21,46200.0,21.85,45440.0
Alabama,Speech-Language Pathologists,1250.0,31.32,65140.0,28.77,59850.0
Alabama,Exercise Physiologists,60.0,20.75,43150.0,19.09,39710.0
Alabama,Veterinarians,820.0,38.38,79820.0,37.67,78350.0
Alabama,Registered Nurses,43600.0,26.86,55870.0,26.2,54490.0
Alabama,Nurse Anesthetists,1040.0,71.24,148180.0,69.51,144590.0
Alabama,Nurse Practitioners,1770.0,42.46,88320.0,41.5,86320.0
Alabama,Audiologists,170.0,25.88,53830.0,26.02,54110.0
Alabama,"Health Diagnosing and Treating Practitioners, All Other",1010.0,27.4,56990.0,26.05,54180.0
Alabama,Medical and Clinical Laboratory Technologists,2350.0,25.43,52900.0,25.36,52750.0
Alabama,Medical and Clinical Laboratory Technicians,2250.0,17.24,35850.0,16.89,35130.0
Alabama,Dental Hygienists,2590.0,22.37,46530.0,22.18,46130.0
Alabama,Cardiovascular Technologists and Technicians,740.0,21.49,44690.0,21.8,45350.0
Alabama,Diagnostic Medical Sonographers,1110.0,22.96,47760.0,23.92,49760.0
Alabama,Nuclear Medicine Technologists,430.0,26.84,55820.0,27.12,56420.0
Alabama,Radiologic Technologists,3380.0,21.86,45460.0,21.51,44750.0
Alabama,Magnetic Resonance Imaging Technologists,460.0,26.65,55430.0,26.72,55570.0
Alabama,Emergency Medical Technicians and Paramedics,3340.0,14.12,29380.0,12.69,26390.0
Alabama,Dietetic Technicians,180.0,15.37,31970.0,14.95,31090.0
Alabama,Pharmacy Technicians,7000.0,12.73,26490.0,12.26,25490.0
Alabama,Psychiatric Technicians,1270.0,13.02,27070.0,12.01,24990.0
Alabama,Respiratory Therapy Technicians,410.0,18.68,38850.0,18.01,37470.0
Alabama,Surgical Technologists,1790.0,16.34,33990.0,15.99,33270.0
Alabama,Veterinary Technologists and Technicians,880.0,13.72,28540.0,13.47,28020.0
Alabama,Ophthalmic Medical Technicians,380.0,14.75,30680.0,14.38,29900.0
Alabama,Licensed Practical and Licensed Vocational Nurses,14720.0,16.91,35180.0,16.91,35170.0
Alabama,Medical Records and Health Information Technicians,2560.0,14.79,30760.0,13.15,27360.0
Alabama,"Opticians, Dispensing",600.0,13.63,28360.0,13.18,27410.0
Alabama,Orthotists and Prosthetists,140.0,30.11,62630.0,32.94,68520.0
Alabama,"Health Technologists and Technicians, All Other",530.0,20.74,43140.0,18.98,39470.0
Alabama,Occupational Health and Safety Specialists,880.0,31.8,66150.0,31.28,65060.0
Alabama,Occupational Health and Safety Technicians,130.0,23.86,49620.0,24.44,50840.0
Alabama,"Healthcare Practitioners and Technical Workers, All Other",500.0,17.99,37420.0,15.4,32020.0
Alabama,Healthcare Support Occupations,49890.0,11.87,24690.0,10.76,22380.0
Alabama,Home Health Aides,4880.0,9.23,19210.0,8.93,18570.0
Alabama,Psychiatric Aides,2050.0,10.84,22550.0,10.63,22120.0
Alabama,Nursing Assistants,21030.0,10.38,21590.0,10.18,21180.0
Alabama,Orderlies,1050.0,9.68,20120.0,9.53,19820.0
Alabama,Occupational Therapy Assistants,430.0,26.53,55190.0,26.8,55750.0
Alabama,Occupational Therapy Aides,30.0,9.38,19510.0,9.02,18770.0
Alabama,Physical Therapist Assistants,1870.0,25.82,53710.0,26.35,54820.0
Alabama,Physical Therapist Aides,690.0,10.62,22090.0,9.96,20720.0
Alabama,Massage Therapists,330.0,14.03,29180.0,13.2,27460.0
Alabama,Dental Assistants,3400.0,14.81,30810.0,14.58,30330.0
Alabama,Medical Assistants,6810.0,12.31,25600.0,11.89,24740.0
Alabama,Medical Equipment Preparers,1090.0,11.87,24690.0,11.5,23920.0
Alabama,Medical Transcriptionists,1190.0,14.29,29720.0,13.48,28030.0
Alabama,Pharmacy Aides,700.0,9.31,19370.0,8.91,18530.0
Alabama,Veterinary Assistants and Laboratory Animal Caretakers,1430.0,10.64,22130.0,10.27,21370.0
Alabama,Phlebotomists,1680.0,12.26,25500.0,11.82,24590.0
Alabama,"Healthcare Support Workers, All Other",1220.0,14.8,30780.0,13.89,28890.0
Alabama,Protective Service Occupations,43360.0,17.22,35820.0,15.88,33020.0
Alabama,First-Line Supervisors of Correctional Officers,460.0,25.71,53470.0,25.66,53370.0
Alabama,First-Line Supervisors of Police and Detectives,1190.0,30.19,62800.0,28.28,58820.0
Alabama,First-Line Supervisors of Fire Fighting and Prevention Workers,1150.0,27.48,57160.0,26.76,55660.0
Alabama,"First-Line Supervisors of Protective Service Workers, All Other",570.0,21.43,44570.0,20.1,41810.0
Alabama,Firefighters,4990.0,19.52,40590.0,18.96,39430.0
Alabama,Fire Inspectors and Investigators,130.0,22.64,47100.0,22.29,46370.0
Alabama,Forest Fire Inspectors and Prevention Specialists,60.0,15.86,33000.0,14.01,29130.0
Alabama,Bailiffs,60.0,14.67,30510.0,14.45,30050.0
Alabama,Correctional Officers and Jailers,5980.0,16.53,34390.0,16.21,33720.0
Alabama,Detectives and Criminal Investigators,1250.0,27.8,57820.0,22.67,47150.0
Alabama,Fish and Game Wardens,210.0,22.17,46110.0,21.24,44180.0
Alabama,Parking Enforcement Workers,50.0,13.11,27270.0,12.68,26380.0
Alabama,Police and Sheriff's Patrol Officers,10850.0,19.73,41040.0,18.96,39440.0
Alabama,Transit and Railroad Police,60.0,16.98,35320.0,12.06,25080.0
Alabama,Animal Control Workers,210.0,14.26,29650.0,13.47,28020.0
Alabama,Private Detectives and Investigators,310.0,27.7,57620.0,20.55,42750.0
Alabama,Security Guards,13110.0,11.8,24540.0,10.37,21560.0
Alabama,Crossing Guards,550.0,9.44,19630.0,8.91,18530.0
Alabama,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",920.0,9.12,18970.0,8.82,18330.0
Alabama,Transportation Security Screeners,270.0,17.58,36560.0,16.96,35280.0
Alabama,"Protective Service Workers, All Other",930.0,14.53,30210.0,11.75,24430.0
Alabama,Food Preparation and Serving Related Occupations,152250.0,9.38,19510.0,8.73,18170.0
Alabama,Chefs and Head Cooks,580.0,21.68,45090.0,19.48,40510.0
Alabama,First-Line Supervisors of Food Preparation and Serving Workers,15060.0,13.89,28880.0,12.95,26930.0
Alabama,"Cooks, Fast Food",9110.0,8.41,17490.0,8.49,17670.0
Alabama,"Cooks, Institution and Cafeteria",8080.0,9.29,19330.0,8.89,18490.0
Alabama,"Cooks, Restaurant",14020.0,9.98,20760.0,9.25,19230.0
Alabama,"Cooks, Short Order",1490.0,8.86,18430.0,8.83,18360.0
Alabama,"Cooks, All Other",320.0,13.08,27200.0,10.69,22230.0
Alabama,Food Preparation Workers,10940.0,9.23,19200.0,8.81,18320.0
Alabama,Bartenders,3070.0,10.08,20970.0,8.87,18450.0
Alabama,"Combined Food Preparation and Serving Workers, Including Fast Food",44460.0,8.26,17170.0,8.46,17590.0
Alabama,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",3460.0,8.71,18120.0,8.67,18020.0
Alabama,Waiters and Waitresses,27280.0,8.92,18550.0,8.56,17810.0
Alabama,"Food Servers, Nonrestaurant",1770.0,9.21,19160.0,9.06,18850.0
Alabama,Dining Room and Cafeteria Attendants and Bartender Helpers,2780.0,8.92,18550.0,8.65,18000.0
Alabama,Dishwashers,5050.0,8.54,17770.0,8.6,17890.0
Alabama,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4610.0,8.51,17700.0,8.53,17730.0
Alabama,"Food Preparation and Serving Related Workers, All Other",180.0,9.93,20640.0,9.09,18910.0
Alabama,Building and Grounds Cleaning and Maintenance Occupations,54980.0,10.66,22180.0,9.57,19900.0
Alabama,First-Line Supervisors of Housekeeping and Janitorial Workers,1990.0,17.38,36150.0,16.49,34300.0
Alabama,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1630.0,19.37,40300.0,18.07,37600.0
Alabama,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",26030.0,9.89,20570.0,9.26,19260.0
Alabama,Maids and Housekeeping Cleaners,10800.0,9.07,18860.0,8.87,18450.0
Alabama,Pest Control Workers,1950.0,12.97,26970.0,12.83,26690.0
Alabama,Landscaping and Groundskeeping Workers,11930.0,10.83,22530.0,10.25,21320.0
Alabama,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",240.0,14.52,30200.0,13.68,28450.0
Alabama,Tree Trimmers and Pruners,380.0,16.03,33330.0,14.54,30240.0
Alabama,"Grounds Maintenance Workers, All Other",40.0,17.18,35740.0,16.32,33940.0
Alabama,Personal Care and Service Occupations,43480.0,10.29,21410.0,8.94,18590.0
Alabama,Gaming Supervisors,40.0,20.8,43260.0,18.73,38960.0
Alabama,First-Line Supervisors of Personal Service Workers,1740.0,15.82,32900.0,14.43,30020.0
Alabama,Animal Trainers,80.0,14.44,30040.0,10.4,21640.0
Alabama,Nonfarm Animal Caretakers,2070.0,9.92,20640.0,9.14,19010.0
Alabama,Gaming and Sports Book Writers and Runners,140.0,10.38,21600.0,9.25,19240.0
Alabama,Motion Picture Projectionists,60.0,9.45,19660.0,9.04,18800.0
Alabama,Amusement and Recreation Attendants,2740.0,8.88,18470.0,8.64,17980.0
Alabama,"Locker Room, Coatroom, and Dressing Room Attendants",60.0,10.99,22860.0,8.99,18690.0
Alabama,Embalmers,180.0,22.17,46100.0,20.83,43320.0
Alabama,Funeral Attendants,870.0,11.52,23960.0,11.31,23520.0
Alabama,"Morticians, Undertakers, and Funeral Directors",280.0,19.31,40170.0,19.61,40790.0
Alabama,"Hairdressers, Hairstylists, and Cosmetologists",3670.0,11.66,24250.0,10.11,21030.0
Alabama,Manicurists and Pedicurists,580.0,10.04,20880.0,8.99,18690.0
