STATE,Occupation,Total Employees,Hourly Mean,Annual Mean,Hourly Median,Annual Median
Alabama,Logisticians,3590.0,42.52,88450.0,42.64,88680.0
Alabama,Management Analysts,4250.0,44.94,93470.0,39.08,81290.0
Alabama,"Meeting, Convention, and Event Planners",400.0,21.05,43790.0,20.09,41790.0
Alabama,Fundraisers,650.0,25.39,52810.0,23.36,48590.0
Alabama,"Compensation, Benefits, and Job Analysis Specialists",580.0,30.94,64350.0,29.12,60570.0
Alabama,Training and Development Specialists,2610.0,27.91,58050.0,26.46,55030.0
Alabama,Market Research Analysts and Marketing Specialists,3370.0,28.46,59210.0,25.6,53250.0
Alabama,"Business Operations Specialists, All Other",7230.0,40.79,84850.0,38.17,79390.0
Alabama,Accountants and Auditors,15770.0,33.48,69650.0,30.28,62970.0
Alabama,Appraisers and Assessors of Real Estate,670.0,25.95,53970.0,21.81,45360.0
Alabama,Budget Analysts,840.0,38.92,80950.0,37.95,78940.0
Alabama,Credit Analysts,580.0,36.66,76250.0,31.32,65140.0
Alabama,Financial Analysts,1220.0,42.62,88640.0,39.0,81110.0
Alabama,Personal Financial Advisors,1950.0,59.73,124240.0,39.76,82700.0
Alabama,Insurance Underwriters,1060.0,28.82,59950.0,27.45,57100.0
Alabama,Financial Examiners,800.0,34.09,70900.0,31.13,64750.0
Alabama,Credit Counselors,170.0,25.26,52530.0,20.13,41860.0
Alabama,Loan Officers,3850.0,33.31,69280.0,28.41,59080.0
Alabama,"Tax Examiners and Collectors, and Revenue Agents",1130.0,26.51,55140.0,25.17,52360.0
Alabama,Tax Preparers,800.0,17.19,35750.0,13.7,28500.0
Alabama,"Financial Specialists, All Other",670.0,34.26,71250.0,33.44,69560.0
Alabama,Computer and Mathematical Occupations,39760.0,39.36,81870.0,37.3,77590.0
Alabama,Computer Systems Analysts,4010.0,39.41,81960.0,37.89,78800.0
Alabama,Information Security Analysts,1100.0,42.94,89320.0,42.15,87660.0
Alabama,Computer Programmers,7420.0,42.17,87700.0,40.49,84230.0
Alabama,"Software Developers, Applications",5540.0,44.4,92360.0,43.0,89440.0
Alabama,"Software Developers, Systems Software",3720.0,49.7,103380.0,47.04,97840.0
Alabama,Web Developers,600.0,28.63,59560.0,26.36,54840.0
Alabama,Database Administrators,1910.0,39.78,82740.0,39.08,81290.0
Alabama,Network and Computer Systems Administrators,4230.0,35.6,74050.0,33.95,70610.0
Alabama,Computer Network Architects,830.0,48.97,101870.0,48.26,100380.0
Alabama,Computer User Support Specialists,5930.0,23.33,48530.0,22.1,45980.0
Alabama,Computer Network Support Specialists,1000.0,30.01,62420.0,29.24,60810.0
Alabama,"Computer Occupations, All Other",1810.0,42.26,87900.0,41.64,86610.0
Alabama,Actuaries,80.0,43.53,90550.0,39.25,81650.0
Alabama,Operations Research Analysts,670.0,45.02,93630.0,44.85,93300.0
Alabama,Statisticians,180.0,30.87,64200.0,29.63,61630.0
Alabama,Architecture and Engineering Occupations,43010.0,42.41,88220.0,40.22,83660.0
Alabama,"Architects, Except Landscape and Naval",1090.0,42.89,89210.0,39.6,82360.0
Alabama,Landscape Architects,40.0,32.03,66630.0,31.39,65280.0
Alabama,Cartographers and Photogrammetrists,170.0,30.12,62640.0,29.23,60790.0
Alabama,Surveyors,560.0,27.04,56250.0,26.48,55090.0
Alabama,Aerospace Engineers,4660.0,55.77,116000.0,54.93,114250.0
Alabama,Chemical Engineers,450.0,51.27,106640.0,49.09,102100.0
Alabama,Civil Engineers,3960.0,38.49,80070.0,35.31,73440.0
Alabama,Computer Hardware Engineers,1320.0,51.97,108090.0,53.15,110550.0
Alabama,Electrical Engineers,4440.0,47.04,97840.0,45.6,94850.0
Alabama,"Electronics Engineers, Except Computer",2120.0,52.04,108230.0,51.28,106650.0
Alabama,Environmental Engineers,750.0,39.96,83130.0,37.94,78910.0
Alabama,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",380.0,47.46,98720.0,46.84,97430.0
Alabama,Industrial Engineers,5510.0,42.25,87880.0,39.47,82090.0
Alabama,Materials Engineers,640.0,47.43,98660.0,46.59,96910.0
Alabama,Mechanical Engineers,3550.0,43.27,89990.0,41.23,85750.0
Alabama,"Mining and Geological Engineers, Including Mining Safety Engineers",170.0,44.76,93100.0,42.2,87770.0
Alabama,Nuclear Engineers,180.0,55.28,114990.0,55.64,115730.0
Alabama,Petroleum Engineers,130.0,61.61,128160.0,56.1,116700.0
Alabama,"Engineers, All Other",3580.0,54.66,113700.0,54.92,114240.0
Alabama,Architectural and Civil Drafters,1080.0,25.48,53010.0,24.45,50850.0
Alabama,Electrical and Electronics Drafters,240.0,27.19,56560.0,24.17,50270.0
Alabama,Mechanical Drafters,600.0,28.21,58680.0,26.49,55090.0
Alabama,"Drafters, All Other",180.0,22.16,46090.0,20.94,43560.0
Alabama,Aerospace Engineering and Operations Technicians,410.0,28.11,58460.0,26.79,55720.0
Alabama,Civil Engineering Technicians,1320.0,19.82,41220.0,17.78,36980.0
Alabama,Electrical and Electronics Engineering Technicians,1750.0,29.94,62280.0,29.98,62350.0
Alabama,Electro-Mechanical Technicians,140.0,28.25,58760.0,27.25,56680.0
Alabama,Environmental Engineering Technicians,280.0,25.15,52310.0,22.83,47490.0
Alabama,Industrial Engineering Technicians,1050.0,28.26,58780.0,27.85,57920.0
Alabama,Mechanical Engineering Technicians,670.0,27.02,56200.0,26.32,54750.0
Alabama,"Engineering Technicians, Except Drafters, All Other",660.0,30.63,63700.0,30.62,63690.0
Alabama,Surveying and Mapping Technicians,770.0,20.05,41700.0,18.14,37730.0
Alabama,"Life, Physical, and Social Science Occupations",8260.0,31.11,64700.0,27.08,56330.0
Alabama,Food Scientists and Technologists,40.0,25.19,52390.0,19.41,40380.0
Alabama,Soil and Plant Scientists,30.0,33.52,69730.0,30.87,64210.0
Alabama,Zoologists and Wildlife Biologists,100.0,27.48,57170.0,26.28,54660.0
Alabama,"Biological Scientists, All Other",210.0,32.22,67010.0,33.04,68730.0
Alabama,Conservation Scientists,100.0,35.36,73550.0,37.0,76960.0
Alabama,Foresters,210.0,30.32,63070.0,29.54,61440.0
Alabama,"Medical Scientists, Except Epidemiologists",180.0,41.91,87170.0,24.98,51960.0
Alabama,"Life Scientists, All Other",90.0,46.25,96210.0,47.66,99120.0
Alabama,Physicists,200.0,64.68,134520.0,57.89,120400.0
Alabama,Atmospheric and Space Scientists,270.0,48.02,99880.0,45.1,93810.0
Alabama,Chemists,530.0,37.32,77620.0,35.57,73980.0
Alabama,Materials Scientists,80.0,47.41,98610.0,44.48,92520.0
Alabama,"Environmental Scientists and Specialists, Including Health",890.0,30.11,62630.0,27.26,56700.0
Alabama,"Geoscientists, Except Hydrologists and Geographers",260.0,35.37,73570.0,33.02,68680.0
Alabama,"Physical Scientists, All Other",100.0,53.51,111300.0,51.79,107720.0
Alabama,Economists,40.0,47.16,98080.0,44.01,91540.0
Alabama,"Clinical, Counseling, and School Psychologists",610.0,32.78,68190.0,28.14,58540.0
Alabama,"Psychologists, All Other",130.0,44.82,93220.0,46.76,97250.0
Alabama,Urban and Regional Planners,330.0,28.86,60020.0,27.86,57940.0
Alabama,Anthropologists and Archeologists,70.0,25.49,53020.0,24.51,50980.0
Alabama,Historians,40.0,32.49,67580.0,30.07,62550.0
Alabama,"Social Scientists and Related Workers, All Other",240.0,39.31,81770.0,37.09,77150.0
Alabama,Agricultural and Food Science Technicians,110.0,23.9,49710.0,22.48,46760.0
Alabama,Biological Technicians,320.0,19.49,40540.0,18.78,39060.0
Alabama,Chemical Technicians,990.0,23.74,49380.0,23.34,48560.0
Alabama,Geological and Petroleum Technicians,90.0,24.97,51940.0,19.03,39570.0
Alabama,"Environmental Science and Protection Technicians, Including Health",310.0,24.34,50620.0,22.72,47270.0
Alabama,Forensic Science Technicians,180.0,23.27,48400.0,22.97,47780.0
Alabama,Forest and Conservation Technicians,220.0,22.18,46140.0,21.82,45390.0
Alabama,"Life, Physical, and Social Science Technicians, All Other",980.0,21.75,45240.0,21.32,44340.0
Alabama,Community and Social Service Occupations,17980.0,21.11,43920.0,20.21,42040.0
Alabama,"Educational, Guidance, School, and Vocational Counselors",3540.0,25.4,52830.0,25.96,54000.0
Alabama,Marriage and Family Therapists,210.0,19.19,39920.0,20.24,42100.0
Alabama,Rehabilitation Counselors,970.0,18.16,37780.0,17.45,36290.0
Alabama,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",1720.0,20.03,41670.0,19.41,40370.0
Alabama,"Counselors, All Other",140.0,20.62,42880.0,18.63,38760.0
Alabama,"Child, Family, and School Social Workers",3280.0,20.01,41610.0,18.65,38790.0
Alabama,Healthcare Social Workers,2380.0,22.68,47170.0,22.4,46600.0
Alabama,Mental Health and Substance Abuse Social Workers,1180.0,18.55,38580.0,16.74,34810.0
Alabama,"Social Workers, All Other",400.0,29.62,61600.0,31.85,66240.0
Alabama,Health Educators,300.0,24.47,50890.0,22.51,46830.0
Alabama,Probation Officers and Correctional Treatment Specialists,1010.0,22.13,46030.0,22.11,45990.0
Alabama,Social and Human Service Assistants,1360.0,12.87,26770.0,12.43,25860.0
Alabama,Community Health Workers,800.0,20.42,42470.0,18.74,38970.0
Alabama,"Community and Social Service Specialists, All Other",210.0,11.88,24720.0,10.42,21680.0
Alabama,Clergy,440.0,22.66,47140.0,22.23,46240.0
Alabama,"Directors, Religious Activities and Education",30.0,40.13,83470.0,39.32,81790.0
Alabama,Legal Occupations,10080.0,41.86,87080.0,30.94,64360.0
Alabama,Lawyers,5640.0,56.56,117640.0,48.56,101010.0
Alabama,"Administrative Law Judges, Adjudicators, and Hearing Officers",110.0,59.79,124360.0,59.8,124380.0
Alabama,"Arbitrators, Mediators, and Conciliators",50.0,32.92,68470.0,33.97,70660.0
Alabama,"Judges, Magistrate Judges, and Magistrates",500.0,27.99,58220.0,22.56,46930.0
Alabama,Paralegals and Legal Assistants,3010.0,21.51,44740.0,21.08,43840.0
Alabama,Court Reporters,280.0,19.44,40440.0,24.44,50830.0
Alabama,"Title Examiners, Abstractors, and Searchers",220.0,18.24,37930.0,17.67,36760.0
Alabama,"Legal Support Workers, All Other",250.0,24.94,51870.0,24.13,50190.0
Alabama,"Education, Training, and Library Occupations",103290.0,22.87,47560.0,22.26,46290.0
Alabama,"Vocational Education Teachers, Postsecondary",1990.0,19.73,41050.0,19.24,40010.0
Alabama,"Preschool Teachers, Except Special Education",1790.0,12.47,25930.0,10.98,22830.0
Alabama,Adult Basic and Secondary Education and Literacy Teachers and Instructors,500.0,16.9,35160.0,16.5,34320.0
Alabama,Self-Enrichment Education Teachers,2000.0,19.88,41360.0,19.23,40010.0
Alabama,Substitute Teachers,10500.0,8.92,18550.0,8.65,17990.0
Alabama,Archivists,80.0,24.6,51160.0,22.73,47270.0
Alabama,Curators,90.0,25.73,53510.0,25.29,52600.0
Alabama,Museum Technicians and Conservators,80.0,18.97,39460.0,18.24,37930.0
Alabama,Librarians,2170.0,25.7,53460.0,26.59,55310.0
Alabama,Library Technicians,670.0,15.09,31380.0,14.8,30790.0
Alabama,Farm and Home Management Advisors,350.0,26.59,55300.0,27.05,56270.0
Alabama,Instructional Coordinators,1310.0,34.68,72130.0,36.21,75320.0
Alabama,"Education, Training, and Library Workers, All Other",1200.0,16.73,34810.0,13.66,28410.0
Alabama,"Arts, Design, Entertainment, Sports, and Media Occupations",17440.0,21.55,44820.0,17.27,35930.0
Alabama,Art Directors,220.0,39.47,82090.0,36.44,75790.0
Alabama,Craft Artists,140.0,15.55,32340.0,16.26,33820.0
Alabama,Multimedia Artists and Animators,140.0,29.64,61640.0,28.2,58660.0
Alabama,"Artists and Related Workers, All Other",50.0,28.51,59300.0,28.52,59330.0
Alabama,Commercial and Industrial Designers,180.0,32.84,68320.0,31.76,66070.0
Alabama,Floral Designers,650.0,11.0,22870.0,10.13,21060.0
Alabama,Graphic Designers,1670.0,21.34,44400.0,19.73,41040.0
Alabama,Interior Designers,600.0,30.45,63330.0,24.5,50950.0
Alabama,Merchandise Displayers and Window Trimmers,2940.0,13.76,28620.0,12.59,26190.0
Alabama,Set and Exhibit Designers,40.0,23.87,49660.0,22.65,47120.0
Alabama,"Designers, All Other",90.0,10.68,22200.0,8.76,18230.0
Alabama,Producers and Directors,650.0,23.42,48720.0,22.16,46100.0
Alabama,Radio and Television Announcers,260.0,14.14,29420.0,11.07,23020.0
Alabama,Reporters and Correspondents,470.0,19.53,40630.0,16.47,34260.0
Alabama,Public Relations Specialists,1760.0,24.04,50010.0,21.91,45580.0
Alabama,Technical Writers,700.0,32.42,67440.0,31.36,65230.0
Alabama,Writers and Authors,180.0,25.46,52950.0,19.56,40690.0
Alabama,Interpreters and Translators,240.0,20.35,42330.0,19.99,41580.0
Alabama,Audio and Video Equipment Technicians,870.0,17.24,35850.0,15.68,32610.0
Alabama,Broadcast Technicians,400.0,18.33,38130.0,15.82,32900.0
Alabama,Photographers,480.0,17.53,36460.0,14.63,30420.0
Alabama,"Camera Operators, Television, Video, and Motion Picture",170.0,20.27,42150.0,19.62,40810.0
Alabama,Film and Video Editors,120.0,24.03,49990.0,22.43,46660.0
Alabama,"Media and Communication Equipment Workers, All Other",100.0,29.88,62160.0,28.94,60200.0
Alabama,Healthcare Practitioners and Technical Occupations,131410.0,33.62,69940.0,25.26,52530.0
Alabama,Chiropractors,250.0,38.97,81050.0,31.32,65150.0
Alabama,"Dentists, General",1010.0,87.13,181240.0,78.24,162750.0
Alabama,"Dentists, All Other Specialists",40.0,92.81,193050.0,95.66,198970.0
Alabama,Dietitians and Nutritionists,820.0,26.49,55090.0,25.93,53940.0
Alabama,Optometrists,510.0,51.92,108000.0,49.07,102070.0
Alabama,Pharmacists,5430.0,58.67,122020.0,58.52,121710.0
Alabama,Family and General Practitioners,660.0,100.19,208400.0,95.68,199020.0
Alabama,Physician Assistants,720.0,48.0,99830.0,46.77,97270.0
Alabama,Podiatrists,110.0,74.82,155620.0,65.06,135330.0
Alabama,Occupational Therapists,1200.0,39.13,81390.0,38.09,79230.0
Alabama,Physical Therapists,2520.0,42.48,88360.0,41.51,86350.0
Alabama,Radiation Therapists,310.0,38.55,80190.0,36.6,76130.0
Alabama,Recreational Therapists,130.0,20.65,42950.0,20.08,41770.0
Alabama,Respiratory Therapists,2470.0,23.49,48870.0,23.01,47860.0
Alabama,Speech-Language Pathologists,1580.0,34.38,71510.0,31.43,65370.0
Alabama,Exercise Physiologists,60.0,21.35,44410.0,19.13,39790.0
Alabama,Veterinarians,980.0,42.18,87740.0,39.55,82260.0
Alabama,Registered Nurses,49290.0,27.83,57890.0,27.2,56570.0
Alabama,Nurse Anesthetists,1400.0,80.26,166950.0,78.2,162650.0
Alabama,Nurse Practitioners,3230.0,45.62,94880.0,44.73,93040.0
Alabama,Audiologists,90.0,34.0,70730.0,34.5,71760.0
Alabama,Clinical Laboratory Technologists and Technicians,4650.0,23.11,48060.0,22.57,46940.0
Alabama,Dental Hygienists,3390.0,22.25,46290.0,22.32,46430.0
Alabama,Cardiovascular Technologists and Technicians,600.0,24.64,51250.0,25.37,52770.0
Alabama,Diagnostic Medical Sonographers,1130.0,26.8,55750.0,26.9,55950.0
Alabama,Nuclear Medicine Technologists,360.0,29.48,61310.0,29.69,61750.0
Alabama,Radiologic Technologists,3550.0,22.92,47670.0,22.33,46440.0
Alabama,Magnetic Resonance Imaging Technologists,510.0,28.44,59150.0,28.66,59610.0
Alabama,Emergency Medical Technicians and Paramedics,3920.0,14.29,29720.0,14.17,29470.0
Alabama,Dietetic Technicians,140.0,18.15,37760.0,17.14,35640.0
Alabama,Pharmacy Technicians,7340.0,14.02,29170.0,13.57,28230.0
Alabama,Psychiatric Technicians,990.0,13.42,27910.0,12.64,26300.0
Alabama,Surgical Technologists,2130.0,17.46,36320.0,17.12,35620.0
Alabama,Veterinary Technologists and Technicians,1000.0,14.88,30940.0,14.16,29450.0
Alabama,Ophthalmic Medical Technicians,610.0,16.65,34620.0,15.51,32260.0
Alabama,Licensed Practical and Licensed Vocational Nurses,12860.0,17.71,36830.0,17.74,36890.0
Alabama,Medical Records and Health Information Technicians,2700.0,17.04,35450.0,15.41,32050.0
Alabama,"Opticians, Dispensing",1090.0,14.6,30380.0,13.82,28750.0
Alabama,Orthotists and Prosthetists,160.0,27.1,56360.0,21.52,44760.0
Alabama,"Health Technologists and Technicians, All Other",680.0,22.65,47110.0,18.24,37930.0
Alabama,Occupational Health and Safety Specialists,1390.0,31.57,65660.0,30.48,63400.0
Alabama,Occupational Health and Safety Technicians,230.0,23.63,49150.0,22.62,47040.0
Alabama,"Healthcare Practitioners and Technical Workers, All Other",630.0,17.49,36380.0,15.08,31370.0
Alabama,Healthcare Support Occupations,53300.0,12.74,26500.0,11.59,24110.0
Alabama,Home Health Aides,4820.0,9.97,20730.0,9.36,19470.0
Alabama,Psychiatric Aides,1660.0,12.06,25090.0,11.67,24280.0
Alabama,Nursing Assistants,23280.0,11.08,23050.0,10.84,22550.0
Alabama,Orderlies,840.0,11.23,23370.0,10.84,22550.0
Alabama,Occupational Therapy Assistants,480.0,27.22,56610.0,27.09,56340.0
Alabama,Physical Therapist Assistants,1890.0,26.45,55020.0,26.44,55000.0
Alabama,Physical Therapist Aides,830.0,11.37,23650.0,10.73,22320.0
Alabama,Massage Therapists,530.0,16.52,34350.0,15.56,32360.0
Alabama,Dental Assistants,3270.0,16.1,33490.0,15.85,32960.0
Alabama,Medical Assistants,8570.0,13.33,27730.0,13.1,27250.0
Alabama,Medical Equipment Preparers,1370.0,13.07,27190.0,12.43,25860.0
Alabama,Medical Transcriptionists,480.0,16.87,35090.0,16.75,34830.0
Alabama,Pharmacy Aides,900.0,10.83,22530.0,9.26,19270.0
Alabama,Veterinary Assistants and Laboratory Animal Caretakers,1040.0,11.19,23270.0,10.77,22410.0
Alabama,Phlebotomists,2090.0,14.17,29470.0,13.89,28900.0
Alabama,"Healthcare Support Workers, All Other",1250.0,14.62,30410.0,13.48,28050.0
Alabama,Protective Service Occupations,42410.0,17.84,37110.0,16.48,34270.0
Alabama,First-Line Supervisors of Correctional Officers,440.0,25.88,53820.0,25.59,53230.0
Alabama,First-Line Supervisors of Police and Detectives,1240.0,31.81,66150.0,29.15,60640.0
Alabama,First-Line Supervisors of Fire Fighting and Prevention Workers,990.0,30.22,62860.0,29.16,60650.0
Alabama,"First-Line Supervisors of Protective Service Workers, All Other",670.0,22.8,47420.0,21.91,45570.0
Alabama,Firefighters,4700.0,19.64,40850.0,19.57,40700.0
Alabama,Fire Inspectors and Investigators,130.0,30.57,63590.0,29.4,61160.0
Alabama,Forest Fire Inspectors and Prevention Specialists,40.0,15.12,31450.0,14.0,29120.0
Alabama,Bailiffs,100.0,15.59,32420.0,14.99,31170.0
Alabama,Correctional Officers and Jailers,5140.0,17.0,35370.0,16.64,34620.0
Alabama,Detectives and Criminal Investigators,1280.0,30.36,63140.0,26.1,54290.0
Alabama,Fish and Game Wardens,140.0,23.97,49860.0,22.59,46990.0
Alabama,Parking Enforcement Workers,100.0,14.56,30280.0,14.43,30020.0
Alabama,Police and Sheriff's Patrol Officers,10420.0,21.39,44490.0,20.44,42510.0
Alabama,Animal Control Workers,210.0,14.88,30950.0,14.41,29970.0
Alabama,Private Detectives and Investigators,260.0,26.72,55580.0,23.27,48410.0
Alabama,Security Guards,13150.0,12.11,25180.0,10.34,21500.0
Alabama,Crossing Guards,510.0,10.82,22520.0,10.2,21210.0
Alabama,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1200.0,9.0,18720.0,8.8,18300.0
Alabama,Transportation Security Screeners,220.0,19.09,39710.0,18.35,38160.0
Alabama,"Protective Service Workers, All Other",1440.0,12.62,26260.0,9.19,19120.0
Alabama,Food Preparation and Serving Related Occupations,173300.0,10.15,21110.0,9.14,19010.0
Alabama,Chefs and Head Cooks,880.0,24.21,50360.0,23.31,48480.0
Alabama,First-Line Supervisors of Food Preparation and Serving Workers,17160.0,14.9,30990.0,13.65,28400.0
Alabama,"Cooks, Fast Food",6680.0,8.84,18390.0,8.76,18210.0
Alabama,"Cooks, Institution and Cafeteria",11320.0,10.33,21480.0,9.21,19160.0
Alabama,"Cooks, Restaurant",15420.0,10.88,22640.0,10.57,21980.0
Alabama,"Cooks, Short Order",2750.0,10.33,21490.0,10.35,21530.0
Alabama,"Cooks, All Other",200.0,14.55,30260.0,14.84,30860.0
Alabama,Food Preparation Workers,7440.0,10.26,21350.0,9.74,20260.0
Alabama,Bartenders,4120.0,10.57,21980.0,9.25,19240.0
Alabama,"Combined Food Preparation and Serving Workers, Including Fast Food",56540.0,8.84,18380.0,8.73,18160.0
Alabama,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",4880.0,9.62,20010.0,9.09,18910.0
Alabama,Waiters and Waitresses,32570.0,9.7,20180.0,8.96,18640.0
Alabama,"Food Servers, Nonrestaurant",1820.0,9.9,20590.0,9.67,20110.0
Alabama,Dining Room and Cafeteria Attendants and Bartender Helpers,2220.0,9.31,19370.0,8.95,18610.0
Alabama,Dishwashers,4450.0,9.25,19240.0,9.08,18900.0
Alabama,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4400.0,9.01,18730.0,8.91,18520.0
Alabama,"Food Preparation and Serving Related Workers, All Other",450.0,10.07,20950.0,9.44,19640.0
Alabama,Building and Grounds Cleaning and Maintenance Occupations,58870.0,11.91,24780.0,10.75,22370.0
Alabama,First-Line Supervisors of Housekeeping and Janitorial Workers,2300.0,18.53,38540.0,16.85,35050.0
Alabama,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1850.0,19.69,40960.0,18.52,38520.0
Alabama,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",30860.0,11.03,22930.0,10.45,21730.0
Alabama,Maids and Housekeeping Cleaners,8840.0,9.29,19330.0,9.02,18770.0
Alabama,Pest Control Workers,2130.0,17.04,35450.0,16.89,35140.0
Alabama,Landscaping and Groundskeeping Workers,12170.0,12.11,25180.0,11.39,23690.0
Alabama,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",180.0,16.93,35220.0,16.41,34140.0
Alabama,Tree Trimmers and Pruners,300.0,19.12,39770.0,17.43,36260.0
Alabama,Personal Care and Service Occupations,48400.0,10.99,22860.0,9.26,19250.0
Alabama,First-Line Supervisors of Gaming Workers,390.0,14.19,29510.0,13.01,27050.0
Alabama,First-Line Supervisors of Personal Service Workers,2890.0,17.18,35740.0,16.34,33990.0
Alabama,Nonfarm Animal Caretakers,2940.0,9.98,20750.0,9.23,19200.0
Alabama,Gaming and Sports Book Writers and Runners,290.0,13.4,27870.0,13.61,28310.0
Alabama,"Ushers, Lobby Attendants, and Ticket Takers",600.0,8.95,18610.0,8.73,18170.0
Alabama,Amusement and Recreation Attendants,1960.0,9.86,20510.0,8.95,18620.0
Alabama,"Locker Room, Coatroom, and Dressing Room Attendants",50.0,10.54,21920.0,9.68,20140.0
Alabama,"Entertainment Attendants and Related Workers, All Other",60.0,10.42,21680.0,10.36,21550.0
Alabama,Embalmers,130.0,20.84,43340.0,21.77,45280.0
Alabama,Funeral Attendants,650.0,10.37,21580.0,9.51,19790.0
Alabama,"Morticians, Undertakers, and Funeral Directors",540.0,20.21,42040.0,20.7,43060.0
Alabama,"Hairdressers, Hairstylists, and Cosmetologists",3540.0,11.63,24190.0,9.33,19400.0
Alabama,Manicurists and Pedicurists,500.0,11.22,23330.0,10.72,22300.0
Alabama,Shampooers,90.0,9.23,19200.0,9.18,19090.0
Alabama,Skincare Specialists,330.0,14.86,30910.0,14.76,30700.0
Alabama,Baggage Porters and Bellhops,140.0,10.06,20920.0,9.31,19360.0
Alabama,Tour and Travel Guides,360.0,11.83,24610.0,10.43,21690.0
Alabama,Childcare Workers,8620.0,9.33,19400.0,8.93,18580.0
Alabama,Personal Care Aides,13810.0,8.97,18660.0,8.79,18290.0
Alabama,Fitness Trainers and Aerobics Instructors,2550.0,17.04,35450.0,16.97,35310.0
Alabama,Recreation Workers,4940.0,11.02,22930.0,9.51,19770.0
Alabama,Residential Advisors,2540.0,11.67,24270.0,10.81,22490.0
Alabama,"Personal Care and Service Workers, All Other",150.0,15.52,32290.0,14.48,30120.0
Alabama,Sales and Related Occupations,213670.0,16.52,34370.0,11.4,23720.0
Alabama,First-Line Supervisors of Retail Sales Workers,23060.0,19.6,40760.0,17.45,36300.0
Alabama,First-Line Supervisors of Non-Retail Sales Workers,3450.0,37.58,78170.0,32.76,68150.0
Alabama,Cashiers,69760.0,9.42,19600.0,8.98,18680.0
Alabama,Counter and Rental Clerks,7990.0,13.48,28040.0,12.32,25620.0
Alabama,Parts Salespersons,4350.0,14.74,30650.0,13.15,27350.0
