State,Occupation,Total Employees,Hourly Mean,Annual Mean,Hourly Median,Annual Median
Alabama,Biological Technicians,340.0,18.54,38550.0,17.56,36520.0
Alabama,Chemical Technicians,930.0,23.91,49730.0,23.19,48240.0
Alabama,Geological and Petroleum Technicians,90.0,22.64,47100.0,19.07,39660.0
Alabama,"Environmental Science and Protection Technicians, Including Health",340.0,24.42,50790.0,22.49,46780.0
Alabama,Forensic Science Technicians,270.0,24.59,51160.0,22.41,46610.0
Alabama,Forest and Conservation Technicians,240.0,21.1,43900.0,20.9,43470.0
Alabama,"Life, Physical, and Social Science Technicians, All Other",890.0,21.13,43940.0,20.58,42800.0
Alabama,Community and Social Service Occupations,17520.0,20.77,43190.0,19.66,40900.0
Alabama,Substance Abuse and Behavioral Disorder Counselors,830.0,19.84,41260.0,19.29,40130.0
Alabama,"Educational, Guidance, School, and Vocational Counselors",3360.0,24.92,51830.0,25.54,53120.0
Alabama,Marriage and Family Therapists,190.0,18.44,38360.0,18.8,39110.0
Alabama,Mental Health Counselors,970.0,21.04,43760.0,19.66,40890.0
Alabama,Rehabilitation Counselors,1030.0,17.08,35530.0,15.97,33220.0
Alabama,"Counselors, All Other",120.0,20.16,41940.0,19.04,39600.0
Alabama,"Child, Family, and School Social Workers",3410.0,19.66,40890.0,18.32,38090.0
Alabama,Healthcare Social Workers,2160.0,22.65,47120.0,22.37,46530.0
Alabama,Mental Health and Substance Abuse Social Workers,1150.0,18.31,38080.0,16.67,34680.0
Alabama,"Social Workers, All Other",350.0,29.53,61430.0,32.28,67150.0
Alabama,Health Educators,300.0,23.11,48060.0,20.47,42590.0
Alabama,Probation Officers and Correctional Treatment Specialists,1090.0,21.47,44650.0,21.14,43980.0
Alabama,Social and Human Service Assistants,1250.0,13.4,27870.0,13.2,27450.0
Alabama,Community Health Workers,760.0,18.48,38440.0,16.38,34070.0
Alabama,Clergy,440.0,21.0,43670.0,19.84,41270.0
Alabama,"Religious Workers, All Other",30.0,17.83,37090.0,19.67,40920.0
Alabama,Legal Occupations,9820.0,41.69,86720.0,30.48,63400.0
Alabama,Lawyers,5380.0,56.93,118420.0,48.78,101470.0
Alabama,"Administrative Law Judges, Adjudicators, and Hearing Officers",120.0,57.96,120550.0,58.82,122350.0
Alabama,"Arbitrators, Mediators, and Conciliators",50.0,31.47,65460.0,32.81,68240.0
Alabama,"Judges, Magistrate Judges, and Magistrates",500.0,29.11,60540.0,23.15,48160.0
Alabama,Paralegals and Legal Assistants,2870.0,21.78,45300.0,21.24,44180.0
Alabama,Court Reporters,330.0,18.37,38210.0,14.82,30830.0
Alabama,"Title Examiners, Abstractors, and Searchers",270.0,16.7,34740.0,16.58,34480.0
Alabama,"Legal Support Workers, All Other",280.0,24.09,50100.0,23.44,48760.0
Alabama,"Education, Training, and Library Occupations",102910.0,22.35,46490.0,21.98,45710.0
Alabama,"Vocational Education Teachers, Postsecondary",2080.0,20.38,42400.0,20.3,42220.0
Alabama,"Preschool Teachers, Except Special Education",1550.0,12.47,25940.0,11.2,23300.0
Alabama,Adult Basic and Secondary Education and Literacy Teachers and Instructors,580.0,17.22,35820.0,17.24,35860.0
Alabama,Self-Enrichment Education Teachers,2200.0,18.1,37640.0,17.43,36260.0
Alabama,Substitute Teachers,11820.0,8.68,18040.0,8.64,17970.0
Alabama,Archivists,70.0,26.47,55070.0,26.55,55220.0
Alabama,Curators,110.0,24.9,51790.0,25.52,53080.0
Alabama,Museum Technicians and Conservators,50.0,19.18,39890.0,19.72,41020.0
Alabama,Librarians,2100.0,25.65,53350.0,26.24,54570.0
Alabama,Library Technicians,830.0,14.01,29140.0,13.26,27590.0
Alabama,Farm and Home Management Advisors,390.0,27.17,56510.0,27.76,57740.0
Alabama,Instructional Coordinators,1210.0,34.31,71370.0,34.71,72200.0
Alabama,"Education, Training, and Library Workers, All Other",790.0,17.3,35990.0,16.39,34100.0
Alabama,"Arts, Design, Entertainment, Sports, and Media Occupations",17370.0,19.95,41500.0,15.92,33110.0
Alabama,Art Directors,280.0,36.59,76100.0,34.36,71470.0
Alabama,Craft Artists,110.0,14.92,31030.0,15.7,32660.0
Alabama,Multimedia Artists and Animators,130.0,31.29,65090.0,29.86,62100.0
Alabama,"Artists and Related Workers, All Other",80.0,22.27,46310.0,21.82,45380.0
Alabama,Commercial and Industrial Designers,240.0,33.34,69340.0,33.36,69400.0
Alabama,Floral Designers,620.0,11.42,23750.0,11.0,22870.0
Alabama,Graphic Designers,1520.0,20.57,42780.0,18.66,38810.0
Alabama,Interior Designers,490.0,29.34,61020.0,24.15,50230.0
Alabama,Merchandise Displayers and Window Trimmers,2870.0,11.92,24780.0,10.76,22380.0
Alabama,Set and Exhibit Designers,50.0,22.76,47340.0,20.98,43630.0
Alabama,"Designers, All Other",40.0,13.45,27980.0,10.98,22850.0
Alabama,Producers and Directors,550.0,23.21,48270.0,21.15,44000.0
Alabama,Radio and Television Announcers,310.0,14.69,30550.0,10.61,22060.0
Alabama,Broadcast News Analysts,240.0,37.5,77990.0,30.07,62540.0
Alabama,Reporters and Correspondents,430.0,16.79,34930.0,14.69,30550.0
Alabama,Public Relations Specialists,1820.0,24.48,50920.0,22.23,46230.0
Alabama,Editors,660.0,25.13,52260.0,23.35,48570.0
Alabama,Technical Writers,660.0,31.2,64900.0,29.97,62340.0
Alabama,Writers and Authors,220.0,24.69,51360.0,19.24,40020.0
Alabama,Interpreters and Translators,230.0,20.8,43260.0,20.34,42310.0
Alabama,Audio and Video Equipment Technicians,690.0,18.13,37720.0,15.96,33190.0
Alabama,Broadcast Technicians,340.0,17.56,36530.0,14.76,30700.0
Alabama,Sound Engineering Technicians,30.0,20.01,41610.0,17.75,36920.0
Alabama,Photographers,470.0,17.11,35590.0,15.53,32290.0
Alabama,"Camera Operators, Television, Video, and Motion Picture",190.0,21.25,44200.0,20.13,41880.0
Alabama,Film and Video Editors,110.0,20.13,41870.0,17.82,37060.0
Alabama,"Media and Communication Equipment Workers, All Other",120.0,29.94,62280.0,28.21,58680.0
Alabama,Healthcare Practitioners and Technical Occupations,128740.0,33.18,69020.0,24.76,51510.0
Alabama,Chiropractors,270.0,40.75,84770.0,32.41,67420.0
Alabama,"Dentists, General",1130.0,88.21,183480.0,83.73,174170.0
Alabama,"Dentists, All Other Specialists",40.0,81.66,169860.0,86.51,179950.0
Alabama,Dietitians and Nutritionists,850.0,25.96,54000.0,25.74,53540.0
Alabama,Optometrists,550.0,51.2,106500.0,51.02,106130.0
Alabama,Pharmacists,5430.0,57.85,120340.0,58.12,120880.0
Alabama,Family and General Practitioners,590.0,91.17,189640.0,85.88,178620.0
Alabama,"Pediatricians, General",360.0,100.5,209040.0,91.26,189820.0
Alabama,Psychiatrists,380.0,92.02,191400.0,77.58,161360.0
Alabama,Physician Assistants,700.0,46.87,97500.0,46.96,97680.0
Alabama,Podiatrists,90.0,58.94,122600.0,57.5,119600.0
Alabama,Occupational Therapists,1080.0,39.54,82250.0,38.4,79880.0
Alabama,Physical Therapists,2460.0,41.41,86130.0,41.41,86130.0
Alabama,Radiation Therapists,360.0,38.53,80130.0,36.71,76350.0
Alabama,Recreational Therapists,120.0,21.33,44370.0,20.02,41640.0
Alabama,Respiratory Therapists,2300.0,22.64,47090.0,22.4,46600.0
Alabama,Speech-Language Pathologists,1560.0,33.98,70680.0,31.67,65860.0
Alabama,Exercise Physiologists,50.0,19.93,41450.0,18.61,38710.0
Alabama,"Therapists, All Other",30.0,25.69,53430.0,25.53,53110.0
Alabama,Veterinarians,860.0,37.74,78490.0,36.49,75900.0
Alabama,Registered Nurses,47440.0,27.36,56900.0,26.68,55500.0
Alabama,Nurse Anesthetists,1770.0,75.99,158060.0,73.99,153890.0
Alabama,Nurse Practitioners,2820.0,44.29,92130.0,43.49,90460.0
Alabama,Audiologists,70.0,34.11,70940.0,34.2,71130.0
Alabama,Medical and Clinical Laboratory Technologists,2550.0,26.04,54160.0,26.35,54820.0
Alabama,Medical and Clinical Laboratory Technicians,2170.0,17.06,35490.0,16.39,34090.0
Alabama,Dental Hygienists,3380.0,21.52,44760.0,21.82,45380.0
Alabama,Cardiovascular Technologists and Technicians,580.0,23.62,49130.0,24.37,50700.0
Alabama,Diagnostic Medical Sonographers,1100.0,26.41,54940.0,26.37,54860.0
Alabama,Nuclear Medicine Technologists,350.0,29.69,61760.0,29.64,61660.0
Alabama,Radiologic Technologists,3490.0,22.85,47530.0,22.4,46600.0
Alabama,Magnetic Resonance Imaging Technologists,520.0,29.36,61070.0,29.12,60560.0
Alabama,Emergency Medical Technicians and Paramedics,4010.0,13.78,28670.0,13.21,27470.0
Alabama,Dietetic Technicians,120.0,16.32,33940.0,15.23,31680.0
Alabama,Pharmacy Technicians,7290.0,13.4,27870.0,13.05,27140.0
Alabama,Psychiatric Technicians,1030.0,13.5,28080.0,12.93,26900.0
Alabama,Respiratory Therapy Technicians,220.0,20.57,42790.0,21.25,44200.0
Alabama,Surgical Technologists,2050.0,16.88,35110.0,16.54,34410.0
Alabama,Veterinary Technologists and Technicians,980.0,13.67,28440.0,12.87,26770.0
Alabama,Ophthalmic Medical Technicians,440.0,15.78,32830.0,14.47,30090.0
Alabama,Licensed Practical and Licensed Vocational Nurses,13030.0,17.45,36300.0,17.39,36180.0
Alabama,Medical Records and Health Information Technicians,2670.0,16.7,34740.0,15.15,31500.0
Alabama,"Opticians, Dispensing",1210.0,15.16,31530.0,14.54,30240.0
Alabama,Orthotists and Prosthetists,130.0,37.24,77470.0,35.57,73980.0
Alabama,"Health Technologists and Technicians, All Other",730.0,19.82,41220.0,17.2,35770.0
Alabama,Occupational Health and Safety Specialists,1050.0,33.56,69810.0,33.95,70610.0
Alabama,Occupational Health and Safety Technicians,100.0,26.16,54410.0,26.69,55510.0
Alabama,"Healthcare Practitioners and Technical Workers, All Other",630.0,16.12,33520.0,13.87,28840.0
Alabama,Healthcare Support Occupations,51430.0,12.53,26050.0,11.37,23650.0
Alabama,Home Health Aides,5060.0,9.63,20020.0,9.09,18900.0
Alabama,Psychiatric Aides,1930.0,11.76,24460.0,11.63,24180.0
Alabama,Nursing Assistants,22800.0,10.91,22690.0,10.59,22030.0
Alabama,Orderlies,780.0,10.81,22480.0,10.5,21840.0
Alabama,Occupational Therapy Assistants,500.0,27.9,58020.0,27.96,58160.0
Alabama,Occupational Therapy Aides,110.0,13.31,27690.0,12.24,25450.0
Alabama,Physical Therapist Assistants,1900.0,25.92,53910.0,26.12,54320.0
Alabama,Physical Therapist Aides,570.0,13.14,27330.0,11.03,22940.0
Alabama,Massage Therapists,400.0,16.34,33990.0,13.24,27540.0
Alabama,Dental Assistants,3250.0,15.59,32430.0,15.21,31630.0
Alabama,Medical Assistants,7290.0,13.11,27280.0,12.81,26650.0
Alabama,Medical Equipment Preparers,1150.0,12.52,26050.0,12.0,24970.0
Alabama,Medical Transcriptionists,610.0,15.83,32930.0,15.85,32970.0
Alabama,Pharmacy Aides,620.0,11.05,22980.0,10.02,20830.0
Alabama,Veterinary Assistants and Laboratory Animal Caretakers,1010.0,11.11,23100.0,10.74,22340.0
Alabama,Phlebotomists,2280.0,13.84,28780.0,13.64,28370.0
Alabama,"Healthcare Support Workers, All Other",1160.0,14.51,30180.0,13.46,28000.0
Alabama,Protective Service Occupations,42490.0,17.34,36080.0,16.02,33320.0
Alabama,First-Line Supervisors of Correctional Officers,440.0,26.18,54450.0,25.98,54040.0
Alabama,First-Line Supervisors of Police and Detectives,1180.0,31.32,65150.0,28.81,59910.0
Alabama,First-Line Supervisors of Fire Fighting and Prevention Workers,1010.0,29.1,60530.0,28.13,58510.0
Alabama,"First-Line Supervisors of Protective Service Workers, All Other",760.0,22.52,46840.0,21.95,45670.0
Alabama,Firefighters,4520.0,19.45,40450.0,19.6,40770.0
Alabama,Fire Inspectors and Investigators,120.0,26.36,54840.0,25.64,53330.0
Alabama,Forest Fire Inspectors and Prevention Specialists,50.0,15.66,32570.0,14.19,29520.0
Alabama,Bailiffs,80.0,15.57,32380.0,14.87,30930.0
Alabama,Correctional Officers and Jailers,5540.0,16.71,34760.0,16.42,34150.0
Alabama,Detectives and Criminal Investigators,1310.0,29.27,60880.0,24.25,50440.0
Alabama,Fish and Game Wardens,200.0,23.53,48930.0,22.55,46910.0
Alabama,Parking Enforcement Workers,90.0,14.41,29970.0,14.31,29770.0
Alabama,Police and Sheriff's Patrol Officers,10410.0,20.8,43250.0,19.86,41310.0
Alabama,Animal Control Workers,220.0,14.62,30410.0,14.01,29130.0
Alabama,Private Detectives and Investigators,220.0,29.02,60370.0,31.38,65280.0
Alabama,Gaming Surveillance Officers and Gaming Investigators,60.0,13.66,28410.0,12.56,26120.0
Alabama,Security Guards,12920.0,11.39,23690.0,9.66,20100.0
Alabama,Crossing Guards,530.0,10.29,21410.0,9.53,19830.0
Alabama,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1340.0,8.67,18040.0,8.68,18060.0
Alabama,Transportation Security Screeners,250.0,18.78,39050.0,18.02,37480.0
Alabama,"Protective Service Workers, All Other",1240.0,13.07,27190.0,9.25,19240.0
Alabama,Food Preparation and Serving Related Occupations,167750.0,9.88,20560.0,9.02,18760.0
Alabama,Chefs and Head Cooks,610.0,24.64,51240.0,24.32,50580.0
Alabama,First-Line Supervisors of Food Preparation and Serving Workers,16320.0,14.7,30580.0,13.52,28130.0
Alabama,"Cooks, Fast Food",6940.0,8.77,18240.0,8.75,18190.0
Alabama,"Cooks, Institution and Cafeteria",10700.0,9.47,19710.0,8.97,18660.0
Alabama,"Cooks, Restaurant",15790.0,10.45,21730.0,9.97,20740.0
Alabama,"Cooks, Short Order",3100.0,9.87,20530.0,9.72,20230.0
Alabama,"Cooks, All Other",210.0,13.5,28080.0,11.5,23930.0
Alabama,Food Preparation Workers,9460.0,9.65,20080.0,9.18,19100.0
Alabama,Bartenders,3700.0,10.46,21760.0,9.11,18960.0
Alabama,"Combined Food Preparation and Serving Workers, Including Fast Food",49320.0,8.7,18090.0,8.64,17980.0
Alabama,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",4580.0,9.05,18830.0,8.82,18340.0
Alabama,Waiters and Waitresses,32420.0,9.51,19780.0,8.94,18600.0
Alabama,"Food Servers, Nonrestaurant",1960.0,9.99,20770.0,9.19,19120.0
Alabama,Dining Room and Cafeteria Attendants and Bartender Helpers,2160.0,9.46,19680.0,8.99,18690.0
Alabama,Dishwashers,4790.0,8.99,18700.0,8.84,18390.0
Alabama,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4900.0,8.74,18190.0,8.7,18100.0
Alabama,"Food Preparation and Serving Related Workers, All Other",800.0,9.59,19940.0,9.05,18820.0
Alabama,Building and Grounds Cleaning and Maintenance Occupations,59230.0,11.62,24170.0,10.41,21650.0
Alabama,First-Line Supervisors of Housekeeping and Janitorial Workers,2510.0,18.07,37590.0,16.33,33980.0
Alabama,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2020.0,19.85,41280.0,18.58,38660.0
Alabama,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",30520.0,10.76,22380.0,10.17,21160.0
Alabama,Maids and Housekeeping Cleaners,8890.0,9.07,18870.0,8.9,18520.0
Alabama,Pest Control Workers,2000.0,14.82,30830.0,14.45,30060.0
Alabama,Landscaping and Groundskeeping Workers,12860.0,12.15,25270.0,11.03,22930.0
Alabama,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",130.0,16.46,34240.0,15.73,32720.0
Alabama,Tree Trimmers and Pruners,240.0,19.91,41410.0,19.14,39810.0
Alabama,"Grounds Maintenance Workers, All Other",60.0,15.98,33230.0,11.93,24810.0
Alabama,Personal Care and Service Occupations,46400.0,10.7,22250.0,9.15,19030.0
Alabama,Gaming Supervisors,100.0,20.73,43110.0,19.47,40500.0
Alabama,Slot Supervisors,60.0,15.78,32830.0,11.56,24050.0
Alabama,First-Line Supervisors of Personal Service Workers,2850.0,16.31,33930.0,15.61,32460.0
Alabama,Animal Trainers,50.0,16.57,34460.0,16.52,34370.0
Alabama,Nonfarm Animal Caretakers,2690.0,10.1,21010.0,9.41,19580.0
Alabama,Gaming and Sports Book Writers and Runners,330.0,13.23,27520.0,13.33,27730.0
Alabama,"Ushers, Lobby Attendants, and Ticket Takers",650.0,9.23,19200.0,8.73,18150.0
Alabama,Amusement and Recreation Attendants,1910.0,9.38,19500.0,8.76,18220.0
Alabama,"Locker Room, Coatroom, and Dressing Room Attendants",50.0,10.05,20910.0,9.21,19160.0
Alabama,"Entertainment Attendants and Related Workers, All Other",310.0,10.56,21970.0,10.19,21190.0
Alabama,Embalmers,70.0,20.44,42520.0,20.53,42700.0
Alabama,Funeral Attendants,820.0,9.9,20600.0,9.26,19260.0
Alabama,"Morticians, Undertakers, and Funeral Directors",400.0,21.15,44000.0,21.27,44240.0
Alabama,"Hairdressers, Hairstylists, and Cosmetologists",3450.0,11.5,23930.0,9.43,19620.0
Alabama,Manicurists and Pedicurists,410.0,11.05,22980.0,10.52,21890.0
Alabama,Shampooers,140.0,8.77,18240.0,8.82,18350.0
Alabama,Skincare Specialists,340.0,15.63,32500.0,15.59,32420.0
